0c4d066c|ap_southeast_1_c4_8xlarge,a03766ba|ap_southeast_1_c4_large,d9ef33d4|ap_southeast_1_c5_2xlarge,39169e3a|ap_southeast_1_c5_xlarge,deaf2a51|ap_southeast_1_d2_4xlarge,2cfec288|ap_southeast_1_i3_16xlarge,b4544d9e|ap_southeast_1_i3_16xlarge,2d4e6e9d|ap_southeast_1_i3_16xlarge,eec3499d|ap_southeast_1_i3_4xlarge,d461df61|ap_southeast_1_i3_large,e6ca11d4|ap_southeast_1_i3_large,fcd262ea|ap_southeast_1_m1_small,7755e995|ap_southeast_1_m4_10xlarge,cd858048|ap_southeast_1_m4_2xlarge,1e5ebe86|ap_southeast_1_m4_xlarge,8077f92f|ap_southeast_1_m5_12xlarge,e4b98f2b|ap_southeast_1_m5_12xlarge,57d7d26b|ap_southeast_1_m5_large,042a690e|ap_southeast_1_m5_large,40d68f0a|ap_southeast_1_m5_xlarge,91e0d88d|ap_southeast_1_p2_16xlarge,41d3b339|ap_southeast_1_r4_xlarge,32df834a|ap_southeast_1_r4_xlarge,3be952ad|ap_southeast_1_x1_32xlarge,08b83fc9|ap_southeast_1_x1_32xlarge,7a66dd41|ap_southeast_1_z1d_2xlarge,d4b10728|ap_southeast_1_z1d_2xlarge,7350019f|ap_southeast_1_z1d_6xlarge,5bf2a580|ap_southeast_1_z1d_6xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7d131d35|ap_southeast_1_c4_4xlarge,62dd9916|ap_southeast_1_c4_8xlarge,8c0d2804|ap_southeast_1_c4_8xlarge,79863418|ap_southeast_1_c5_18xlarge,2d844274|ap_southeast_1_d2_4xlarge,80aaa25b|ap_southeast_1_g2_2xlarge,2a1d9010|ap_southeast_1_i3_xlarge,c6bfad5d|ap_southeast_1_m4_4xlarge,ee2b5144|ap_southeast_1_m5_12xlarge,9f2eb1bd|ap_southeast_1_m5_xlarge,55325400|ap_southeast_1_p2_xlarge,e77b7fd0|ap_southeast_1_p2_xlarge,80b17808|ap_southeast_1_r4_16xlarge,053c7614|ap_southeast_1_r4_16xlarge,caa066f3|ap_southeast_1_r4_xlarge,d89792c4|ap_southeast_1_t2_2xlarge,e5567955|ap_southeast_1_t2_xlarge,c4242a4f|ap_southeast_1_x1_32xlarge,f740ace8|ap_southeast_1_z1d_12xlarg,aff06796|ap_southeast_1_z1d_2xlarge,a9c75eba|ap_southeast_1_z1d_2xlarge,0ea9b38c|ap_southeast_1_z1d_3xlarge,8a50cdb3|ap_southeast_1_z1d_3xlarge,cd198667|ap_southeast_1_z1d_6xlarge,74e1a3f7|ap_southeast_1_z1d_large,75e44360|ap_southeast_1_z1d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
003fad4b|ap_southeast_1_c4_4xlarge,e1dd8bf0|ap_southeast_1_c4_xlarge,fa67e890|ap_southeast_1_c4_xlarge,31e304eb|ap_southeast_1_c5_18xlarge,ee2d3a89|ap_southeast_1_c5_2xlarge,fd05d457|ap_southeast_1_c5_2xlarge,7de79731|ap_southeast_1_c5_4xlarge,dbfd6fca|ap_southeast_1_c5_xlarge,d0036e29|ap_southeast_1_d2_2xlarge,259b6465|ap_southeast_1_i3_16xlarge,373b445d|ap_southeast_1_i3_8xlarge,dd8d6aac|ap_southeast_1_m1_medium,268395f7|ap_southeast_1_m4_10xlarge,b5e5eff7|ap_southeast_1_m4_large,abfa7bf3|ap_southeast_1_m5_12xlarge,0db8f921|ap_southeast_1_m5_12xlarge,7a540f67|ap_southeast_1_m5_24xlarge,f8ac1013|ap_southeast_1_m5_4xlarge,599ebe17|ap_southeast_1_m5_large,128a026c|ap_southeast_1_r4_4xlarge,17d9f3d9|ap_southeast_1_r4_8xlarge,53231e01|ap_southeast_1_r4_8xlarge,3e21d96d|ap_southeast_1_r4_8xlarge,c53c96c9|ap_southeast_1_r4_large,01705ff2|ap_southeast_1_x1_32xlarge,6f388d37|ap_southeast_1_z1d_2xlarge,adfc4643|ap_southeast_1_z1d_3xlarge,ea3f7fba|ap_southeast_1_z1d_6xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070d546|ap_southeast_1_c4_2xlarge,0d6f5c2b|ap_southeast_1_c4_8xlarge,6a4c0cc3|ap_southeast_1_c4_large,4fdcd7e0|ap_southeast_1_c4_xlarge,033e46fa|ap_southeast_1_c5_18xlarge,52c9e5b5|ap_southeast_1_c5_18xlarge,3effe978|ap_southeast_1_c5_4xlarge,b082d0e4|ap_southeast_1_c5_9xlarge,86d3a363|ap_southeast_1_c5_xlarge,d3438e4c|ap_southeast_1_d2_8xlarge,5b652914|ap_southeast_1_d2_xlarge,3733de80|ap_southeast_1_m4_10xlarge,253ef764|ap_southeast_1_m4_4xlarge,ed877659|ap_southeast_1_m4_large,c96cc31e|ap_southeast_1_m4_large,e84988c5|ap_southeast_1_m4_xlarge,1f5c29d1|ap_southeast_1_m5_4xlarge,3065aeb3|ap_southeast_1_r4_4xlarge,d72ac5de|ap_southeast_1_r4_4xlarge,df9cdfd9|ap_southeast_1_r4_large,5625b3be|ap_southeast_1_t2_xlarge,3adb3c4b|ap_southeast_1_z1d_12xlarg,a581b713|ap_southeast_1_z1d_12xlarg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa33a5ed|ap_southeast_1_c4_2xlarge,46483735|ap_southeast_1_c4_2xlarge,0e0924e0|ap_southeast_1_c4_xlarge,1cf7339c|ap_southeast_1_c5_18xlarge,f641d0b3|ap_southeast_1_c5_4xlarge,10a7c040|ap_southeast_1_c5_xlarge,df265c8f|ap_southeast_1_g2_8xlarge,8931c873|ap_southeast_1_g2_8xlarge,5de3cb0b|ap_southeast_1_m1_large,2b9e5d64|ap_southeast_1_m4_10xlarge,22417ce3|ap_southeast_1_m4_4xlarge,a163d19f|ap_southeast_1_m4_4xlarge,14568b1d|ap_southeast_1_m5_24xlarge,94a55aa5|ap_southeast_1_m5_24xlarge,8a7cdfc1|ap_southeast_1_m5_24xlarge,06b48a23|ap_southeast_1_m5_24xlarge,5e34d19d|ap_southeast_1_m5_xlarge,44cdc5ba|ap_southeast_1_p2_xlarge,461d857b|ap_southeast_1_r4_4xlarge,a887354b|ap_southeast_1_r4_8xlarge,7255ea7e|ap_southeast_1_r4_8xlarge,7597b987|ap_southeast_1_t2_xlarge,26d28d18|ap_southeast_1_x1_16xlarge,9d97505a|ap_southeast_1_x1_32xlarge,d862d62d|ap_southeast_1_z1d_12xlarg,8230bcc7|ap_southeast_1_z1d_3xlarge,7e8693e4|ap_southeast_1_z1d_6xlarge,dd263ee2|ap_southeast_1_z1d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84a68891|ap_southeast_1_c4_8xlarge,0bab09e9|ap_southeast_1_c5_4xlarge,46479e08|ap_southeast_1_c5_large,2814298d|ap_southeast_1_c5_xlarge,01ff23fb|ap_southeast_1_g2_2xlarge,ee985545|ap_southeast_1_i3_4xlarge,c2a42a4c|ap_southeast_1_m4_10xlarge,db275256|ap_southeast_1_m5_12xlarge,8520420e|ap_southeast_1_p2_xlarge,0e3ae80a|ap_southeast_1_r4_16xlarge,ce4389f1|ap_southeast_1_r4_4xlarge,e218f545|ap_southeast_1_r4_8xlarge,ff3e81f9|ap_southeast_1_r4_xlarge,ad56ce3d|ap_southeast_1_r4_xlarge,b21bf5da|ap_southeast_1_r4_xlarge,c884ac8c|ap_southeast_1_x1_32xlarge,377cd99d|ap_southeast_1_z1d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9da557ad|ap_southeast_1_c4_2xlarge,2d0aa60b|ap_southeast_1_c4_8xlarge,a8612911|ap_southeast_1_c4_8xlarge,1fb311b6|ap_southeast_1_c5_large,81c1bd34|ap_southeast_1_c5_xlarge,903a4e50|ap_southeast_1_d2_xlarge,b9eafcaa|ap_southeast_1_i3_16xlarge,8be8a015|ap_southeast_1_i3_2xlarge,33ac917a|ap_southeast_1_i3_2xlarge,b0c48629|ap_southeast_1_i3_2xlarge,235ed9f8|ap_southeast_1_i3_4xlarge,5be7c36e|ap_southeast_1_i3_4xlarge,9c629294|ap_southeast_1_i3_large,daa91535|ap_southeast_1_i3_xlarge,fff14a81|ap_southeast_1_m5_12xlarge,2dda4718|ap_southeast_1_m5_12xlarge,a2c8fffa|ap_southeast_1_m5_4xlarge,2d985921|ap_southeast_1_m5_large,4dd099fe|ap_southeast_1_m5_xlarge,914b6798|ap_southeast_1_r4_4xlarge,81ecf6c4|ap_southeast_1_r4_4xlarge,1f183a5d|ap_southeast_1_t2_2xlarge,b1c2d91e|ap_southeast_1_t2_2xlarge,771a52e8|ap_southeast_1_t2_large,a89b7660|ap_southeast_1_t2_nano,c1c5d4a2|ap_southeast_1_t2_small,845493db|ap_southeast_1_z1d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd79a018|ap_southeast_1_c4_2xlarge,26d9bc58|ap_southeast_1_c4_large,8139ae72|ap_southeast_1_c4_large,7d0a33a4|ap_southeast_1_c4_xlarge,79c4d92b|ap_southeast_1_c5_4xlarge,cb4fb5d9|ap_southeast_1_d2_2xlarge,585c2dd9|ap_southeast_1_i3_large,6c5fada4|ap_southeast_1_m1_large,35eb7218|ap_southeast_1_m1_xlarge,6b4b295c|ap_southeast_1_m4_16xlarge,8d60c64d|ap_southeast_1_m4_4xlarge,19469537|ap_southeast_1_m5_12xlarge,a96325d4|ap_southeast_1_m5_2xlarge,3e897a76|ap_southeast_1_m5_large,21419678|ap_southeast_1_r4_2xlarge,7994f5a9|ap_southeast_1_t2_medium,70c54906|ap_southeast_1_z1d_2xlarge,f3c35f36|ap_southeast_1_z1d_3xlarge,7e84b4ff|ap_southeast_1_z1d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daa1410c|ap_southeast_1_c5_2xlarge,0b08828f|ap_southeast_1_c5_9xlarge,370e8607|ap_southeast_1_c5_9xlarge,935b052f|ap_southeast_1_c5_xlarge,e172ef4b|ap_southeast_1_d2_4xlarge,298e5389|ap_southeast_1_d2_4xlarge,8b561aec|ap_southeast_1_i3_8xlarge,48b8ed30|ap_southeast_1_i3_8xlarge,e117c836|ap_southeast_1_m1_medium,307388a3|ap_southeast_1_m4_16xlarge,6bc0e520|ap_southeast_1_m5_12xlarge,0932d219|ap_southeast_1_m5_4xlarge,7c326994|ap_southeast_1_m5_large,359f6f55|ap_southeast_1_r4_2xlarge,1cdd042f|ap_southeast_1_r4_2xlarge,1ad8cdc0|ap_southeast_1_r4_8xlarge,9d24f5b2|ap_southeast_1_r4_large,2e8ac445|ap_southeast_1_x1_16xlarge,2f6b8035|ap_southeast_1_x1_32xlarge,93494ec2|ap_southeast_1_x1_32xlarge,c2b01aec|ap_southeast_1_z1d_12xlarg,4350773a|ap_southeast_1_z1d_12xlarg,d0106244|ap_southeast_1_z1d_2xlarge,115762ef|ap_southeast_1_z1d_2xlarge,04e890af|ap_southeast_1_z1d_3xlarge,6ecfb34f|ap_southeast_1_z1d_6xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4430a600|ap_southeast_1_c4_2xlarge,8f817c6e|ap_southeast_1_c5_18xlarge,c7f735c1|ap_southeast_1_c5_18xlarge,62f3d033|ap_southeast_1_c5_4xlarge,2369d37c|ap_southeast_1_c5_9xlarge,62e723e9|ap_southeast_1_c5_xlarge,b832efdb|ap_southeast_1_d2_xlarge,599bd6e9|ap_southeast_1_i3_16xlarge,a9f2e5e0|ap_southeast_1_i3_16xlarge,7b4d35cd|ap_southeast_1_i3_large,59fc3a78|ap_southeast_1_i3_xlarge,0b774fb9|ap_southeast_1_m1_small,77027929|ap_southeast_1_m4_large,d552e0f9|ap_southeast_1_m5_24xlarge,2826b459|ap_southeast_1_m5_2xlarge,9f425ec6|ap_southeast_1_m5_xlarge,f8675708|ap_southeast_1_p2_8xlarge,6786f793|ap_southeast_1_r4_16xlarge,286ba9de|ap_southeast_1_r4_16xlarge,0ff503d7|ap_southeast_1_r4_4xlarge,82968331|ap_southeast_1_t2_2xlarge,f5f35fa8|ap_southeast_1_t2_xlarge,73aaff3e|ap_southeast_1_x1_32xlarge,72f768b3|ap_southeast_1_z1d_12xlarg,3e07b9bf|ap_southeast_1_z1d_2xlarge,8eb1a981|ap_southeast_1_z1d_6xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
