6aaf02fa|us_east_1_c4_2xlarge,2bb9672b|us_east_1_c4_large,0679e6de|us_east_1_c4_xlarge,b59865cc|us_east_1_c4_xlarge,19ac92df|us_east_1_c4_xlarge,fcdde88f|us_east_1_c5_18xlarge,2645c83b|us_east_1_c5_2xlarge,4099c36d|us_east_1_c5_2xlarge,9afed675|us_east_1_c5_9xlarge,aed42c3e|us_east_1_c5_xlarge,4e4361b1|us_east_1_c5_xlarge,128a447d|us_east_1_c5_xlarge,75688f76|us_east_1_c5_xlarge,d45824cb|us_east_1_c5d_xlarge,f4a6602c|us_east_1_d2_2xlarge,8270abae|us_east_1_d2_2xlarge,57ea37aa|us_east_1_d2_4xlarge,e8e66d80|us_east_1_d2_xlarge,6882b95f|us_east_1_g2_2xlarge,1aa1537e|us_east_1_i3_16xlarge,df3c9648|us_east_1_i3_16xlarge,4f090f0a|us_east_1_i3_metal,78c7e955|us_east_1_i3_xlarge,ca94f5ac|us_east_1_m2_4xlarge,e9b58c90|us_east_1_m4_4xlarge,8a08bdd6|us_east_1_m5_2xlarge,20006de3|us_east_1_m5_2xlarge,91dca723|us_east_1_m5_4xlarge,2dbaad9f|us_east_1_m5d_24xlarge,22bea0d8|us_east_1_m5d_large,619febef|us_east_1_m5d_xlarge,b322e858|us_east_1_p2_xlarge,5cd121e8|us_east_1_p2_xlarge,b75bad78|us_east_1_r4_16xlarge,5e964d34|us_east_1_r4_2xlarge,cf44880f|us_east_1_r4_4xlarge,02f4a2dd|us_east_1_r4_4xlarge,a6721de9|us_east_1_r5_2xlarge,cabc35c6|us_east_1_r5_2xlarge,b451b25b|us_east_1_r5_xlarge,8797c11f|us_east_1_r5_xlarge,43d6c5e7|us_east_1_r5d_2xlarge,6ec05637|us_east_1_r5d_xlarge,c926e1aa|us_east_1_t2_small,a4b8a3db|us_east_1_z1d_12xlarge,8da8650d|us_east_1_z1d_3xlarge,a2afd51d|us_east_1_z1d_3xlarge,3fd4b64a|us_east_1_z1d_6xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6075e4f1|us_east_1_c4_2xlarge,036d45b2|us_east_1_c4_4xlarge,29f8191c|us_east_1_c4_8xlarge,227627b4|us_east_1_c4_large,302a68e7|us_east_1_c4_large,95edc038|us_east_1_c5_xlarge,8517028d|us_east_1_c5d_18xlarge,6f029255|us_east_1_c5d_18xlarge,e594bde8|us_east_1_c5d_9xlarge,9b9644c0|us_east_1_c5d_9xlarge,a4700eab|us_east_1_c5d_large,c08dddea|us_east_1_d2_2xlarge,61715d24|us_east_1_d2_4xlarge,791a7a89|us_east_1_d2_4xlarge,af326f9e|us_east_1_d2_8xlarge,b3574f7c|us_east_1_d2_8xlarge,0b0ecc06|us_east_1_d2_8xlarge,21f31c71|us_east_1_i3_16xlarge,67566da4|us_east_1_i3_16xlarge,f560d05b|us_east_1_i3_2xlarge,adf7d87a|us_east_1_i3_4xlarge,6d393546|us_east_1_i3_4xlarge,9e5f0c4a|us_east_1_i3_4xlarge,09b5dc73|us_east_1_i3_4xlarge,cba75ce3|us_east_1_i3_8xlarge,0575ee46|us_east_1_i3_metal,ba65acf0|us_east_1_i3_xlarge,760476a2|us_east_1_i3_xlarge,c6ddf60b|us_east_1_m1_small,53e7ac39|us_east_1_m2_2xlarge,127d21c4|us_east_1_m2_4xlarge,64bc5dd0|us_east_1_m4_4xlarge,a79a1c2d|us_east_1_m4_xlarge,ddbfd677|us_east_1_m5_12xlarge,fe2523af|us_east_1_m5_24xlarge,7c68d87c|us_east_1_m5_2xlarge,d09a7af2|us_east_1_m5_2xlarge,46954fb6|us_east_1_m5_large,be97e85c|us_east_1_m5_xlarge,e3e6d4bc|us_east_1_m5_xlarge,43bf168e|us_east_1_m5_xlarge,d9604454|us_east_1_m5_xlarge,6a640da2|us_east_1_m5d_24xlarge,de9264ed|us_east_1_m5d_2xlarge,b6378b94|us_east_1_m5d_4xlarge,40b7cb80|us_east_1_m5d_4xlarge,3b57b8b0|us_east_1_p2_16xlarge,4b75739a|us_east_1_r4_16xlarge,fffa9c2c|us_east_1_r4_8xlarge,c5c19fb4|us_east_1_r4_8xlarge,7b922b89|us_east_1_r4_xlarge,f3e63eeb|us_east_1_r5_12xlarge,e7f29ff6|us_east_1_r5_2xlarge,2210e43b|us_east_1_r5_4xlarge,c44f823b|us_east_1_r5_4xlarge,cf25ace4|us_east_1_r5_4xlarge,baef0062|us_east_1_r5_large,21bd00c0|us_east_1_r5_large,e318a84a|us_east_1_r5_large,fae28210|us_east_1_r5d_12xlarge,3354da1b|us_east_1_r5d_24xlarge,d42dc496|us_east_1_r5d_2xlarge,f99efce1|us_east_1_t2_large,ec2df494|us_east_1_x1_16xlarge,f7aed3fd|us_east_1_z1d_6xlarge,d4267afd|us_east_1_z1d_6xlarge,ce3e7b74|us_east_1_z1d_large,72ef8649|us_east_1_z1d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d44d3546|us_east_1_c4_4xlarge,6df09e14|us_east_1_c4_4xlarge,d0a04862|us_east_1_c4_8xlarge,975699bc|us_east_1_c4_large,c8cbae87|us_east_1_c4_xlarge,5a0dcb01|us_east_1_c5_18xlarge,bc1ffbd6|us_east_1_c5d_18xlarge,a774360b|us_east_1_c5d_2xlarge,4aace94c|us_east_1_c5d_4xlarge,29ebc155|us_east_1_c5d_large,44ede247|us_east_1_c5d_large,59b01893|us_east_1_c5d_xlarge,ff4512c0|us_east_1_c5d_xlarge,dd070b01|us_east_1_d2_8xlarge,342bbdb7|us_east_1_f1_16xlarge,be0083a5|us_east_1_f1_2xlarge,052772a9|us_east_1_i3_16xlarge,1039ea21|us_east_1_i3_16xlarge,dba52d06|us_east_1_i3_2xlarge,30e11790|us_east_1_i3_4xlarge,aacac712|us_east_1_i3_8xlarge,5bb9288e|us_east_1_i3_8xlarge,66e10dd5|us_east_1_i3_large,518b8b09|us_east_1_i3_xlarge,503d5fe7|us_east_1_m1_medium,256d465c|us_east_1_m1_xlarge,f7ac74a2|us_east_1_m4_10xlarge,2d791f40|us_east_1_m4_2xlarge,6c682fc3|us_east_1_m4_4xlarge,0c114c6c|us_east_1_m4_xlarge,72925a5d|us_east_1_m4_xlarge,4f01dde9|us_east_1_m5_12xlarge,4f567763|us_east_1_m5_large,e29fd98d|us_east_1_m5_xlarge,51f9b716|us_east_1_m5d_2xlarge,2fd958b9|us_east_1_m5d_2xlarge,b2d86781|us_east_1_m5d_xlarge,207b1037|us_east_1_m5d_xlarge,128269da|us_east_1_m5d_xlarge,7c602ff0|us_east_1_p2_16xlarge,aeba4133|us_east_1_p2_xlarge,ab51be20|us_east_1_p3_2xlarge,8e4755a0|us_east_1_r4_2xlarge,0c6b9cf2|us_east_1_r4_4xlarge,5548caf0|us_east_1_r4_large,705cdafd|us_east_1_r4_large,5fb0d5a3|us_east_1_r5_12xlarge,90e130d0|us_east_1_r5_24xlarge,dbd0adec|us_east_1_r5_24xlarge,71b47a19|us_east_1_r5_2xlarge,d8a1ce9a|us_east_1_r5_2xlarge,413368aa|us_east_1_r5_4xlarge,c9ae5802|us_east_1_r5_4xlarge,25a8ffd9|us_east_1_r5_large,83d916d2|us_east_1_r5d_12xlarge,ee06641f|us_east_1_r5d_24xlarge,266403f7|us_east_1_r5d_4xlarge,844659a5|us_east_1_r5d_large,7c8eae41|us_east_1_r5d_large,281319ff|us_east_1_r5d_large,44fbb829|us_east_1_r5d_large,cf68b150|us_east_1_r5d_large,ba22a5b6|us_east_1_t2_2xlarge,57efb242|us_east_1_t2_2xlarge,a9e320d3|us_east_1_t2_medium,8f91ed87|us_east_1_x1_32xlarge,a5fa176a|us_east_1_x1_32xlarge,2340e7c8|us_east_1_z1d_12xlarge,000a6155|us_east_1_z1d_large,835d1f7f|us_east_1_z1d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5370c35e|us_east_1_c4_4xlarge,68b12a18|us_east_1_c4_4xlarge,aeb9b102|us_east_1_c4_large,406e0d74|us_east_1_c5_2xlarge,d8a674cb|us_east_1_c5_4xlarge,df7180ed|us_east_1_c5_9xlarge,0bc40ee4|us_east_1_c5d_18xlarge,2237f0d3|us_east_1_c5d_4xlarge,da57c01a|us_east_1_c5d_9xlarge,df757708|us_east_1_c5d_9xlarge,005f80a5|us_east_1_c5d_xlarge,200bee11|us_east_1_d2_4xlarge,9679be14|us_east_1_d2_4xlarge,fda7c60c|us_east_1_f1_2xlarge,696aaf0f|us_east_1_f1_2xlarge,d07a115e|us_east_1_g2_8xlarge,75f05f5f|us_east_1_g2_8xlarge,6d3271d6|us_east_1_i3_8xlarge,786e3872|us_east_1_i3_metal,25d58852|us_east_1_i3_metal,e7e4c356|us_east_1_i3_xlarge,3b9bf6d8|us_east_1_m2_4xlarge,152a6dd4|us_east_1_m4_10xlarge,a2543029|us_east_1_m4_4xlarge,3a01e4ea|us_east_1_m4_xlarge,80602a2c|us_east_1_m5_24xlarge,13920139|us_east_1_m5_24xlarge,c499534c|us_east_1_m5_2xlarge,7c9a08a5|us_east_1_m5_large,091b97b6|us_east_1_m5_xlarge,4d52d687|us_east_1_m5d_12xlarge,eca4088c|us_east_1_m5d_large,b4f1d98d|us_east_1_p2_8xlarge,c65e9b7c|us_east_1_r4_4xlarge,e9e708b1|us_east_1_r4_large,4ebad4d6|us_east_1_r4_xlarge,c8d9bf7a|us_east_1_r5_12xlarge,504687cc|us_east_1_r5_12xlarge,31def3ca|us_east_1_r5_2xlarge,a7ab4f19|us_east_1_r5_4xlarge,be1d52ef|us_east_1_r5_xlarge,28f886a0|us_east_1_r5_xlarge,47c2749f|us_east_1_r5_xlarge,1eba9c80|us_east_1_r5d_12xlarge,fca696ec|us_east_1_r5d_24xlarge,c8dd9fa8|us_east_1_r5d_4xlarge,a56bdc18|us_east_1_r5d_large,1e79d5f7|us_east_1_r5d_xlarge,ea2b7494|us_east_1_t2_2xlarge,0298813b|us_east_1_t2_medium,80d27041|us_east_1_t2_medium,929c54fb|us_east_1_t2_nano,1e7dcc5d|us_east_1_t2_xlarge,ec5b72d8|us_east_1_x1_32xlarge,2d90087c|us_east_1_x1_32xlarge,8969ad9e|us_east_1_z1d_3xlarge,565d3406|us_east_1_z1d_6xlarge,9f0132a3|us_east_1_z1d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c0100551|us_east_1_c4_xlarge,4a2822e9|us_east_1_c4_xlarge,0aa3d074|us_east_1_c5_18xlarge,d0410b48|us_east_1_c5_18xlarge,87140ed8|us_east_1_c5_2xlarge,2ef51466|us_east_1_c5_4xlarge,cec5fc34|us_east_1_c5_4xlarge,54168bc1|us_east_1_c5_9xlarge,9f7f274e|us_east_1_c5_large,cec41a3a|us_east_1_c5_xlarge,5e64f670|us_east_1_c5d_18xlarge,77a23a39|us_east_1_c5d_2xlarge,63c6a9e6|us_east_1_c5d_2xlarge,6fe25600|us_east_1_c5d_9xlarge,032f72b7|us_east_1_d2_2xlarge,cd6a88bc|us_east_1_i3_2xlarge,de28b5cc|us_east_1_i3_2xlarge,9031ba93|us_east_1_i3_4xlarge,77db96bc|us_east_1_i3_4xlarge,77614d68|us_east_1_i3_metal,5565050b|us_east_1_m4_2xlarge,b004f8c7|us_east_1_m4_xlarge,651cd6f9|us_east_1_m5_2xlarge,e9cf2840|us_east_1_m5d_12xlarge,bd0faed6|us_east_1_m5d_12xlarge,7936d147|us_east_1_m5d_2xlarge,f2fca55b|us_east_1_m5d_xlarge,fb7f3df1|us_east_1_p2_8xlarge,2a6c1a40|us_east_1_p2_8xlarge,d60fa5c8|us_east_1_r4_16xlarge,a04a78de|us_east_1_r4_4xlarge,72206fa8|us_east_1_r4_4xlarge,db7f43ba|us_east_1_r4_8xlarge,cec83e22|us_east_1_r4_large,0e421a5f|us_east_1_r4_xlarge,e3115d7e|us_east_1_r5_12xlarge,fae2410a|us_east_1_r5_4xlarge,2da0d556|us_east_1_r5d_12xlarge,74eaef99|us_east_1_r5d_2xlarge,7c4dd040|us_east_1_r5d_large,bdbcb9b2|us_east_1_t2_large,63d11fa9|us_east_1_t2_large,b405e965|us_east_1_t2_nano,fea32f64|us_east_1_z1d_2xlarge,6f06f467|us_east_1_z1d_3xlarge,b112a2ee|us_east_1_z1d_6xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666ced5b|us_east_1_c1_xlarge,fe089661|us_east_1_c4_2xlarge,27af102e|us_east_1_c4_4xlarge,ed4378e4|us_east_1_c4_8xlarge,e6c2383b|us_east_1_c4_large,2728e8b1|us_east_1_c4_large,ee46565b|us_east_1_c4_xlarge,3a748b9b|us_east_1_c5_18xlarge,a710756f|us_east_1_c5_4xlarge,48669e25|us_east_1_c5_9xlarge,7abb8662|us_east_1_c5_9xlarge,774de36c|us_east_1_c5_large,5440851a|us_east_1_c5_xlarge,dc768783|us_east_1_d2_8xlarge,550ce63c|us_east_1_d2_8xlarge,9dfa74bc|us_east_1_d2_xlarge,8a1efa1f|us_east_1_d2_xlarge,cca6f231|us_east_1_i3_16xlarge,fa67ad44|us_east_1_i3_2xlarge,0d77637b|us_east_1_i3_metal,402c49b9|us_east_1_i3_xlarge,864185dc|us_east_1_m4_10xlarge,1d9138cf|us_east_1_m4_16xlarge,7a8a9d21|us_east_1_m4_4xlarge,30f5a700|us_east_1_m4_4xlarge,6a7b7e70|us_east_1_m4_4xlarge,59eed4b0|us_east_1_m4_large,00ac8ab0|us_east_1_m4_xlarge,c1f60cde|us_east_1_m5_12xlarge,fa98526f|us_east_1_m5_24xlarge,4b88d74d|us_east_1_m5_4xlarge,898f07fb|us_east_1_m5_4xlarge,8a6b4709|us_east_1_m5_4xlarge,78b9a4be|us_east_1_m5_large,3cdbfec1|us_east_1_m5_large,3e953c3b|us_east_1_m5_large,a317e924|us_east_1_m5d_12xlarge,9b446658|us_east_1_m5d_xlarge,d38fcb22|us_east_1_p2_16xlarge,09c16d59|us_east_1_p2_8xlarge,22f104c1|us_east_1_p2_xlarge,8388ea96|us_east_1_p3_2xlarge,1fbce4b1|us_east_1_p3_2xlarge,4deb79ac|us_east_1_r4_2xlarge,47b36d83|us_east_1_r4_4xlarge,03e8dbe8|us_east_1_r4_xlarge,4ef8792e|us_east_1_r4_xlarge,857b1f08|us_east_1_r4_xlarge,99f8ef03|us_east_1_r4_xlarge,71c7e791|us_east_1_r5_12xlarge,bbfca214|us_east_1_r5_24xlarge,7e27b25f|us_east_1_r5_2xlarge,6a11ecf9|us_east_1_r5_4xlarge,0a92d284|us_east_1_r5_4xlarge,9b352c7d|us_east_1_r5_4xlarge,e23a246c|us_east_1_r5_large,f0655b3d|us_east_1_r5_large,3169bb41|us_east_1_r5_large,c5b5c0b0|us_east_1_r5d_12xlarge,aff97d84|us_east_1_r5d_24xlarge,d3e2fd03|us_east_1_r5d_xlarge,9a701dc5|us_east_1_r5d_xlarge,9fbab0b7|us_east_1_x1_32xlarge,c51ccd82|us_east_1_z1d_2xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f9ad254|us_east_1_c1_xlarge,abc0d8a0|us_east_1_c4_2xlarge,7f35c41c|us_east_1_c4_8xlarge,333b2d69|us_east_1_c4_8xlarge,a11ae491|us_east_1_c4_large,f9858136|us_east_1_c4_xlarge,0cbc6082|us_east_1_c5_4xlarge,e00ecba7|us_east_1_c5_4xlarge,f43d3e9b|us_east_1_c5_xlarge,faee9818|us_east_1_d2_2xlarge,25976b15|us_east_1_d2_2xlarge,c19642c0|us_east_1_d2_xlarge,f56931cd|us_east_1_d2_xlarge,8ad73911|us_east_1_f1_2xlarge,b8a37d61|us_east_1_f1_2xlarge,4407f240|us_east_1_f1_2xlarge,5432ad5c|us_east_1_g2_8xlarge,8282d21a|us_east_1_i3_16xlarge,1cc34651|us_east_1_i3_16xlarge,f3f3edb7|us_east_1_i3_2xlarge,45210cd6|us_east_1_i3_8xlarge,57767e77|us_east_1_i3_8xlarge,e970481a|us_east_1_i3_metal,195804da|us_east_1_i3_metal,1338ab68|us_east_1_i3_xlarge,43c23ade|us_east_1_m2_2xlarge,bf8c29b2|us_east_1_m4_10xlarge,b158376f|us_east_1_m4_large,6eea80d7|us_east_1_m5_12xlarge,453fdd5d|us_east_1_m5_24xlarge,1393ad27|us_east_1_m5_4xlarge,0bd095bf|us_east_1_m5_xlarge,3701cb10|us_east_1_m5_xlarge,2aa047af|us_east_1_m5_xlarge,300b360e|us_east_1_m5d_12xlarge,1a76dd28|us_east_1_m5d_2xlarge,2bdb103f|us_east_1_m5d_large,fd4ad2f5|us_east_1_m5d_xlarge,fad57ce0|us_east_1_m5d_xlarge,994a6bca|us_east_1_p2_16xlarge,df0413cc|us_east_1_p2_8xlarge,f7997556|us_east_1_r4_16xlarge,be8f6d24|us_east_1_r4_16xlarge,f4ec2c40|us_east_1_r4_2xlarge,b7ba368a|us_east_1_r4_8xlarge,00581334|us_east_1_r4_large,11431e5c|us_east_1_r4_large,d261ee62|us_east_1_r4_xlarge,32bff500|us_east_1_r5_12xlarge,d8e16e09|us_east_1_r5_12xlarge,89b3dd46|us_east_1_r5_24xlarge,084108e1|us_east_1_r5_24xlarge,1fa11841|us_east_1_r5_24xlarge,5459d7b0|us_east_1_r5_24xlarge,9ef192a5|us_east_1_r5_2xlarge,4ae95f6c|us_east_1_r5_2xlarge,a5f7444f|us_east_1_r5_4xlarge,0af9f65d|us_east_1_r5_large,0229dfa3|us_east_1_r5_large,42afed81|us_east_1_r5_large,6faeb80c|us_east_1_r5d_2xlarge,9a0f1bb8|us_east_1_r5d_4xlarge,a32fd82e|us_east_1_r5d_large,cf666b25|us_east_1_r5d_xlarge,ee663bd5|us_east_1_t2_medium,c19e9559|us_east_1_z1d_2xlarge,a01728d0|us_east_1_z1d_2xlarge,be1f57b8|us_east_1_z1d_3xlarge,73c68a71|us_east_1_z1d_6xlarge,b14cd5e3|us_east_1_z1d_large,dc390714|us_east_1_z1d_large,4409f929|us_east_1_z1d_large,abb372b3|us_east_1_z1d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f9b87eb|us_east_1_c4_8xlarge,9ee1330b|us_east_1_c4_large,88afaae1|us_east_1_c4_xlarge,d74ad85c|us_east_1_c5_18xlarge,2f9f1441|us_east_1_c5_2xlarge,a1d68790|us_east_1_c5_4xlarge,761258b3|us_east_1_c5_9xlarge,9687ac33|us_east_1_c5_large,2e227f11|us_east_1_c5_xlarge,77293d81|us_east_1_c5d_18xlarge,8cd286ea|us_east_1_c5d_4xlarge,f24ba089|us_east_1_c5d_9xlarge,386c4af1|us_east_1_c5d_xlarge,e3f9376b|us_east_1_c5d_xlarge,a8091bbe|us_east_1_cc2_8xlarge,60239158|us_east_1_d2_8xlarge,94a47714|us_east_1_d2_8xlarge,b2834315|us_east_1_d2_xlarge,15dd3072|us_east_1_i3_2xlarge,ed6b410d|us_east_1_i3_large,5986e6af|us_east_1_i3_large,73858f65|us_east_1_i3_metal,970d78ea|us_east_1_i3_xlarge,46e7b891|us_east_1_m1_medium,9e4aa135|us_east_1_m4_16xlarge,1c3978cd|us_east_1_m4_2xlarge,5864c762|us_east_1_m4_2xlarge,127096a9|us_east_1_m4_large,4dad24bf|us_east_1_m4_large,7754f506|us_east_1_m4_large,3ecf8f5a|us_east_1_m4_xlarge,994b1609|us_east_1_m5_12xlarge,e063eb55|us_east_1_m5_12xlarge,dd5f3b9d|us_east_1_m5_2xlarge,4be021cb|us_east_1_m5_xlarge,ee316ee2|us_east_1_m5d_12xlarge,1928bb32|us_east_1_m5d_12xlarge,7e4d9f9d|us_east_1_m5d_12xlarge,8677bbc2|us_east_1_m5d_12xlarge,0241cacf|us_east_1_m5d_24xlarge,f1dd45dd|us_east_1_m5d_2xlarge,15b6e31f|us_east_1_m5d_2xlarge,f187f0de|us_east_1_m5d_2xlarge,dbd6bf08|us_east_1_m5d_4xlarge,63b595e5|us_east_1_m5d_large,39d58100|us_east_1_p2_16xlarge,9b78852a|us_east_1_p3_16xlarge,86d9191f|us_east_1_p3_8xlarge,a27d8c14|us_east_1_r4_2xlarge,9673f421|us_east_1_r4_8xlarge,98fc18fa|us_east_1_r4_8xlarge,b85b76be|us_east_1_r4_large,9eef2e03|us_east_1_r4_large,2a026a02|us_east_1_r5_12xlarge,feacb556|us_east_1_r5_24xlarge,846cf2c8|us_east_1_r5_24xlarge,94f5d477|us_east_1_r5_2xlarge,e75b5404|us_east_1_r5_2xlarge,7b8c6363|us_east_1_r5_2xlarge,15b8c159|us_east_1_r5_large,8382c523|us_east_1_r5_xlarge,08391a0f|us_east_1_r5_xlarge,4d949713|us_east_1_r5_xlarge,77a21ae0|us_east_1_r5d_12xlarge,980abac5|us_east_1_r5d_24xlarge,36f77064|us_east_1_r5d_4xlarge,3e6af9c8|us_east_1_t2_2xlarge,f8b34c99|us_east_1_t2_large,d1374c51|us_east_1_t2_xlarge,a6f83b74|us_east_1_x1_16xlarge,b1eeb31d|us_east_1_x1_32xlarge,0d2452f4|us_east_1_z1d_2xlarge,39a4b3a2|us_east_1_z1d_3xlarge,100475cf|us_east_1_z1d_3xlarge,2937625d|us_east_1_z1d_6xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a3256e1|us_east_1_c4_8xlarge,8ffe9933|us_east_1_c4_8xlarge,b83b1618|us_east_1_c5_18xlarge,3ee896fc|us_east_1_c5_18xlarge,0a779ca0|us_east_1_c5_2xlarge,da2cd6d8|us_east_1_c5_2xlarge,c198cc8d|us_east_1_c5_large,ae5be85e|us_east_1_c5_xlarge,8e765b70|us_east_1_c5d_2xlarge,6778b1f5|us_east_1_c5d_2xlarge,e3fdff37|us_east_1_c5d_9xlarge,1a24bffd|us_east_1_c5d_xlarge,70c917a9|us_east_1_d2_2xlarge,0b301b4f|us_east_1_d2_4xlarge,77fd066b|us_east_1_d2_4xlarge,4142cdee|us_east_1_d2_8xlarge,3d067cf0|us_east_1_g2_2xlarge,a043f2bf|us_east_1_g2_2xlarge,be9ad8d7|us_east_1_g2_8xlarge,1a014aa9|us_east_1_i3_2xlarge,7646ec32|us_east_1_i3_2xlarge,6f59f6c4|us_east_1_i3_large,227c47e6|us_east_1_i3_large,42a4303a|us_east_1_i3_metal,ac590963|us_east_1_i3_xlarge,48960249|us_east_1_i3_xlarge,fb302bb1|us_east_1_i3_xlarge,6d6cc151|us_east_1_i3_xlarge,12cf1f2f|us_east_1_m4_16xlarge,ef12be9c|us_east_1_m4_2xlarge,e2e4be9b|us_east_1_m4_xlarge,103ae24e|us_east_1_m4_xlarge,673eb672|us_east_1_m5_24xlarge,4dc2ea9a|us_east_1_m5_2xlarge,2999b4fe|us_east_1_m5_4xlarge,20f7a701|us_east_1_m5_xlarge,dc399530|us_east_1_m5d_12xlarge,33b209e0|us_east_1_m5d_12xlarge,bb50fe9d|us_east_1_m5d_24xlarge,5c8c04b6|us_east_1_m5d_large,5c4c0c4b|us_east_1_p2_16xlarge,73ce35b0|us_east_1_p2_xlarge,dcfb8fc6|us_east_1_p2_xlarge,bd1ee399|us_east_1_p3_16xlarge,429a680c|us_east_1_p3_8xlarge,1f8952ca|us_east_1_r4_16xlarge,7d339c3f|us_east_1_r4_2xlarge,897e17ac|us_east_1_r4_4xlarge,480fecc5|us_east_1_r4_8xlarge,5c492f2f|us_east_1_r4_large,5073a8c5|us_east_1_r4_xlarge,a4bf087b|us_east_1_r4_xlarge,881be586|us_east_1_r4_xlarge,86abe480|us_east_1_r4_xlarge,d11caf0f|us_east_1_r5_12xlarge,fd095c93|us_east_1_r5_12xlarge,16e96274|us_east_1_r5_12xlarge,455d8c7d|us_east_1_r5_12xlarge,571bf035|us_east_1_r5_2xlarge,3a507ad0|us_east_1_r5_4xlarge,3ee8e85f|us_east_1_r5d_4xlarge,803a4fa0|us_east_1_r5d_xlarge,88b61514|us_east_1_t2_2xlarge,3cff9c8b|us_east_1_x1_32xlarge,7105b390|us_east_1_z1d_3xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9721f357|us_east_1_c4_8xlarge,5a15563a|us_east_1_c4_large,ec89bcd8|us_east_1_c5_18xlarge,79d144e7|us_east_1_c5_18xlarge,169722d9|us_east_1_c5_9xlarge,b67558a4|us_east_1_c5_large,be8bdbc7|us_east_1_c5d_18xlarge,7ffd707f|us_east_1_c5d_9xlarge,946f08ef|us_east_1_c5d_9xlarge,4943db3f|us_east_1_c5d_9xlarge,affca824|us_east_1_c5d_xlarge,c9c4c81c|us_east_1_c5d_xlarge,066f2655|us_east_1_d2_2xlarge,365e9c7f|us_east_1_d2_4xlarge,3d386081|us_east_1_g2_2xlarge,0ac4261f|us_east_1_g2_8xlarge,b81be87e|us_east_1_i3_16xlarge,02f162a1|us_east_1_m1_large,a641d370|us_east_1_m1_small,6dbec940|us_east_1_m4_16xlarge,fccf8766|us_east_1_m4_16xlarge,f03a8f2b|us_east_1_m4_16xlarge,3cd05cf6|us_east_1_m4_4xlarge,49c5e8c0|us_east_1_m4_xlarge,d1a04e1b|us_east_1_m4_xlarge,a8621933|us_east_1_m5_24xlarge,abd52e74|us_east_1_m5_24xlarge,4a2e4801|us_east_1_m5_2xlarge,6e74c56e|us_east_1_m5_4xlarge,7a0a3d46|us_east_1_m5_large,1e45b4e9|us_east_1_m5_xlarge,9239d1ea|us_east_1_m5d_24xlarge,f8994a9b|us_east_1_m5d_4xlarge,ddb4ba6a|us_east_1_m5d_xlarge,52949dba|us_east_1_r4_16xlarge,e58a93b5|us_east_1_r4_16xlarge,c0e4168d|us_east_1_r4_large,6436a032|us_east_1_r5d_12xlarge,a1b618aa|us_east_1_r5d_large,8512eb2b|us_east_1_r5d_xlarge,438c2fe0|us_east_1_t2_nano,76d9a4a5|us_east_1_z1d_2xlarge,c87d3649|us_east_1_z1d_2xlarge,db5fc6f0|us_east_1_z1d_3xlarge,cc6266f5|us_east_1_z1d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
