89812264|us_east_1_c4_4xlarge,9b00cb9d|us_east_1_c4_large,59a58ef6|us_east_1_c4_large,cc5f9a91|us_east_1_c5_18xlarge,03336f90|us_east_1_c5_2xlarge,513b458f|us_east_1_c5_4xlarge,23a6fd0f|us_east_1_c5_4xlarge,1ed1b525|us_east_1_c5_xlarge,343240a3|us_east_1_c5d_large,887a118b|us_east_1_c5d_xlarge,fe00c919|us_east_1_d2_2xlarge,a82c2e48|us_east_1_d2_8xlarge,a7d97963|us_east_1_d2_8xlarge,fbc6ed9f|us_east_1_d2_8xlarge,e99100e6|us_east_1_i3_16xlarge,15812946|us_east_1_i3_2xlarge,6701f290|us_east_1_i3_4xlarge,7089a56b|us_east_1_i3_4xlarge,a8c825d9|us_east_1_i3_8xlarge,51a959a8|us_east_1_i3_xlarge,bc7a8877|us_east_1_i3_xlarge,647d794c|us_east_1_m4_10xlarge,917a0409|us_east_1_m4_10xlarge,89aa22b6|us_east_1_m4_16xlarge,490afad3|us_east_1_m4_2xlarge,b011cc26|us_east_1_m4_2xlarge,ae9c7011|us_east_1_m4_4xlarge,3be292f9|us_east_1_m5_4xlarge,836e37e4|us_east_1_m5_large,db67b6e2|us_east_1_m5_large,7097c427|us_east_1_m5d_12xlarge,59eabc0b|us_east_1_m5d_12xlarge,c7da8fc8|us_east_1_m5d_12xlarge,ff286429|us_east_1_m5d_12xlarge,34a3cc45|us_east_1_m5d_2xlarge,438fb9b9|us_east_1_m5d_large,65a7675c|us_east_1_m5d_large,d0beb6e1|us_east_1_p2_16xlarge,7861c80f|us_east_1_p2_8xlarge,64794c52|us_east_1_p2_8xlarge,cc2d8195|us_east_1_p3_16xlarge,f71ea680|us_east_1_r4_8xlarge,f2213813|us_east_1_r4_8xlarge,86a36d5c|us_east_1_r4_8xlarge,bd239e38|us_east_1_r4_large,20589ddb|us_east_1_r5_2xlarge,7b7993b9|us_east_1_r5_4xlarge,53d5423d|us_east_1_r5_xlarge,c6ef62d4|us_east_1_r5_xlarge,aecc20fa|us_east_1_r5d_2xlarge,6d17e4a3|us_east_1_r5d_4xlarge,c2d13a26|us_east_1_r5d_4xlarge,7b6823a2|us_east_1_r5d_4xlarge,652b11b8|us_east_1_r5d_large,6ccd77ee|us_east_1_r5d_xlarge,9a15da44|us_east_1_r5d_xlarge,9d9cd680|us_east_1_t2_micro,0e3940a5|us_east_1_z1d_12xlarge,67d70e1e|us_east_1_z1d_12xlarge,b16147da|us_east_1_z1d_2xlarge,f28c6593|us_east_1_z1d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1489910|us_east_1_c4_large,f8349997|us_east_1_c4_xlarge,e55260ce|us_east_1_c4_xlarge,28be5a6f|us_east_1_c5_2xlarge,dc2c1558|us_east_1_c5_4xlarge,563e1668|us_east_1_c5_4xlarge,8760a2c8|us_east_1_c5_large,f9f705b3|us_east_1_c5d_18xlarge,04b0eaa7|us_east_1_d2_xlarge,6011dc06|us_east_1_f1_2xlarge,c6357fbf|us_east_1_i3_2xlarge,e431bfcb|us_east_1_i3_2xlarge,9877f501|us_east_1_i3_8xlarge,14b58c95|us_east_1_i3_large,491925f5|us_east_1_i3_metal,65d1c507|us_east_1_i3_xlarge,aaf93a01|us_east_1_i3_xlarge,a5cbc7a8|us_east_1_m4_16xlarge,2905cb99|us_east_1_m4_16xlarge,d7f1588c|us_east_1_m4_16xlarge,a1693477|us_east_1_m4_4xlarge,3c4aaf77|us_east_1_m4_4xlarge,839ff30a|us_east_1_m4_4xlarge,11cf66e1|us_east_1_m4_xlarge,78c4aa7c|us_east_1_m4_xlarge,993b5585|us_east_1_m5_12xlarge,37944f38|us_east_1_m5_4xlarge,9cf0f633|us_east_1_m5_4xlarge,9b6bd8b3|us_east_1_m5_4xlarge,1862ea9d|us_east_1_m5_large,c9882547|us_east_1_m5_large,774b1dde|us_east_1_m5_xlarge,adb5b64d|us_east_1_m5_xlarge,eec12b74|us_east_1_m5d_24xlarge,4ff48b5c|us_east_1_m5d_2xlarge,5b3de27c|us_east_1_m5d_2xlarge,48c824d1|us_east_1_m5d_4xlarge,af695841|us_east_1_m5d_large,a5381dd1|us_east_1_m5d_large,4d723662|us_east_1_p2_8xlarge,d1df8254|us_east_1_p2_xlarge,c43faf68|us_east_1_p3_16xlarge,a6036000|us_east_1_p3_2xlarge,3380cb4d|us_east_1_p3_2xlarge,4b984692|us_east_1_p3_2xlarge,eb9eb9ba|us_east_1_p3_8xlarge,0cc61d03|us_east_1_r4_16xlarge,1ad56c8f|us_east_1_r4_8xlarge,d56fed36|us_east_1_r4_8xlarge,66a0e417|us_east_1_r4_large,9b9803cb|us_east_1_r4_xlarge,f736c7db|us_east_1_r5_12xlarge,93d62815|us_east_1_r5_24xlarge,b1e700ba|us_east_1_r5_large,b810ec48|us_east_1_r5d_24xlarge,2191ed4e|us_east_1_t2_2xlarge,4482235e|us_east_1_t2_large,4605a61a|us_east_1_x1_16xlarge,fe841aef|us_east_1_z1d_12xlarge,e67cd90a|us_east_1_z1d_6xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00840b04|us_east_1_c4_4xlarge,fc6d33b1|us_east_1_c4_xlarge,23904fcb|us_east_1_c5d_2xlarge,f2a31041|us_east_1_c5d_2xlarge,a58dce36|us_east_1_c5d_4xlarge,fe8ad3a1|us_east_1_c5d_9xlarge,16118861|us_east_1_c5d_9xlarge,55297e09|us_east_1_f1_16xlarge,6cba82f9|us_east_1_f1_2xlarge,defa25a7|us_east_1_i3_16xlarge,e805e714|us_east_1_i3_16xlarge,cce1b038|us_east_1_i3_16xlarge,62c18d99|us_east_1_i3_2xlarge,2196f54a|us_east_1_i3_2xlarge,ec3462ff|us_east_1_i3_2xlarge,11e27e02|us_east_1_i3_2xlarge,d0adf881|us_east_1_i3_4xlarge,961708fc|us_east_1_i3_large,df24dd64|us_east_1_i3_large,dc64995a|us_east_1_m4_16xlarge,fd5b4d48|us_east_1_m4_2xlarge,b83add06|us_east_1_m4_4xlarge,a5edd8d6|us_east_1_m4_large,e7bade60|us_east_1_m4_xlarge,8e1bfe51|us_east_1_m5_12xlarge,8ae535de|us_east_1_m5_12xlarge,104b6729|us_east_1_m5_12xlarge,3bc6ab4c|us_east_1_m5_24xlarge,c0f39586|us_east_1_m5d_24xlarge,6ce77e13|us_east_1_m5d_24xlarge,656cafc5|us_east_1_m5d_2xlarge,ddcdcbb8|us_east_1_p2_8xlarge,b1e0294c|us_east_1_r4_2xlarge,44239dfb|us_east_1_r4_2xlarge,512121fe|us_east_1_r4_2xlarge,09ed4cfe|us_east_1_r4_2xlarge,693f6cc7|us_east_1_r4_4xlarge,c0d210ed|us_east_1_r4_8xlarge,f6472d41|us_east_1_r4_8xlarge,13e83b40|us_east_1_r4_xlarge,8e60fd6c|us_east_1_r4_xlarge,db504d83|us_east_1_r5_12xlarge,92e4d739|us_east_1_r5_12xlarge,4a5a3700|us_east_1_r5_24xlarge,3902957a|us_east_1_r5_2xlarge,9e916690|us_east_1_r5_2xlarge,18fa50d8|us_east_1_r5_large,0718df2c|us_east_1_r5d_24xlarge,de5a5af3|us_east_1_r5d_2xlarge,cbce7bb1|us_east_1_r5d_2xlarge,ea169ac5|us_east_1_t2_medium,9ac5c09c|us_east_1_t2_small,f5228dea|us_east_1_x1_16xlarge,1d961524|us_east_1_x1_32xlarge,b027adde|us_east_1_z1d_12xlarge,6fec461a|us_east_1_z1d_12xlarge,9cb6d379|us_east_1_z1d_6xlarge,aaae019a|us_east_1_z1d_6xlarge,bd3c9be9|us_east_1_z1d_6xlarge,8602a3fa|us_east_1_z1d_6xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4b09ce6|us_east_1_c4_4xlarge,b196be60|us_east_1_c4_8xlarge,5649e56e|us_east_1_c4_large,8d7912b8|us_east_1_c5_18xlarge,469272e7|us_east_1_c5_18xlarge,8147d1f9|us_east_1_c5_18xlarge,a4514215|us_east_1_c5_4xlarge,8fef48a3|us_east_1_c5_9xlarge,d5700e52|us_east_1_c5_xlarge,86fa8300|us_east_1_c5d_18xlarge,f552efc2|us_east_1_c5d_18xlarge,c5ec4228|us_east_1_c5d_2xlarge,3ca1bafa|us_east_1_c5d_2xlarge,6f0b4656|us_east_1_c5d_4xlarge,e19270f5|us_east_1_c5d_4xlarge,323f8e5c|us_east_1_c5d_9xlarge,1f6edf9f|us_east_1_c5d_9xlarge,cf00248f|us_east_1_cc2_8xlarge,d3e2666d|us_east_1_d2_4xlarge,8a075e27|us_east_1_d2_xlarge,f25590f4|us_east_1_g2_2xlarge,9872a11e|us_east_1_i3_4xlarge,dd84390d|us_east_1_i3_4xlarge,d8793795|us_east_1_i3_large,3ae2b26a|us_east_1_m4_10xlarge,d38d4bec|us_east_1_m4_16xlarge,459cbfe9|us_east_1_m4_2xlarge,a33cc241|us_east_1_m4_4xlarge,ba724ec3|us_east_1_m4_4xlarge,1a3799f2|us_east_1_m5_24xlarge,e5933cb0|us_east_1_m5d_24xlarge,620ae42a|us_east_1_m5d_4xlarge,c792fb33|us_east_1_p2_16xlarge,1a6366fd|us_east_1_p3_2xlarge,97cdb6e6|us_east_1_p3_8xlarge,9c4cf231|us_east_1_p3_8xlarge,b48d3186|us_east_1_r4_16xlarge,25f4906a|us_east_1_r5_12xlarge,89a2b3ec|us_east_1_r5_12xlarge,b165b1bd|us_east_1_r5_24xlarge,f1341187|us_east_1_r5_2xlarge,9fa9ebb6|us_east_1_r5_4xlarge,93d57fec|us_east_1_r5d_12xlarge,65913dbf|us_east_1_r5d_12xlarge,37dd2561|us_east_1_r5d_12xlarge,6adc4e9b|us_east_1_r5d_24xlarge,a22df40c|us_east_1_r5d_large,fcbc9dac|us_east_1_r5d_large,7e25528e|us_east_1_t2_medium,5cabff52|us_east_1_x1_16xlarge,c3bbfe48|us_east_1_x1_32xlarge,476a58aa|us_east_1_x1_32xlarge,d0997c61|us_east_1_x1_32xlarge,b40971ef|us_east_1_z1d_12xlarge,ea6bfe01|us_east_1_z1d_2xlarge,3bab5f39|us_east_1_z1d_6xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f89ce682|us_east_1_c4_4xlarge,96fe18a7|us_east_1_c4_8xlarge,9505a04c|us_east_1_c4_8xlarge,dba2c30d|us_east_1_c5_2xlarge,21bd9a25|us_east_1_c5_large,2948339e|us_east_1_c5d_2xlarge,f871382b|us_east_1_c5d_4xlarge,80863979|us_east_1_c5d_4xlarge,8fbdc5e2|us_east_1_c5d_9xlarge,317aeb7d|us_east_1_c5d_xlarge,bdca8b24|us_east_1_c5d_xlarge,7675e9f0|us_east_1_c5d_xlarge,eec7fca9|us_east_1_c5d_xlarge,439672c3|us_east_1_c5d_xlarge,39c0befd|us_east_1_d2_4xlarge,8c012cae|us_east_1_d2_xlarge,eaf7701a|us_east_1_g2_2xlarge,a87cfac7|us_east_1_i3_16xlarge,0f317956|us_east_1_i3_8xlarge,ecaac11b|us_east_1_i3_large,6ba75e57|us_east_1_m2_2xlarge,296a24b3|us_east_1_m4_2xlarge,fa19ff21|us_east_1_m5_2xlarge,9276cd47|us_east_1_m5_4xlarge,2880ebc6|us_east_1_m5d_2xlarge,591251e3|us_east_1_m5d_2xlarge,431c0e10|us_east_1_m5d_4xlarge,73436b09|us_east_1_m5d_large,b7ab1c7c|us_east_1_m5d_xlarge,1d7d3f91|us_east_1_p2_16xlarge,c8ea552f|us_east_1_p2_16xlarge,6032fe11|us_east_1_p2_16xlarge,e244b095|us_east_1_p2_xlarge,9b1bd640|us_east_1_r4_16xlarge,e8299835|us_east_1_r4_16xlarge,f17ace05|us_east_1_r4_2xlarge,1b9f66d3|us_east_1_r4_2xlarge,6d76d296|us_east_1_r4_2xlarge,08c24189|us_east_1_r4_8xlarge,0816f52b|us_east_1_r4_8xlarge,5897d601|us_east_1_r4_large,7d62b475|us_east_1_r4_large,1ac32abb|us_east_1_r5_12xlarge,4123d5dd|us_east_1_r5_12xlarge,56b90be5|us_east_1_r5_4xlarge,ddd11a5f|us_east_1_r5_large,9a27a061|us_east_1_r5d_12xlarge,1599db82|us_east_1_r5d_24xlarge,15be60a8|us_east_1_r5d_2xlarge,becc0f2c|us_east_1_r5d_4xlarge,57d90542|us_east_1_r5d_4xlarge,3c55be66|us_east_1_r5d_4xlarge,fc793ed1|us_east_1_r5d_xlarge,f30e979f|us_east_1_t1_micro,4bdc3921|us_east_1_t2_micro,9001a8c2|us_east_1_x1_16xlarge,b28c9c2c|us_east_1_z1d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64193ca7|us_east_1_c4_2xlarge,c6a2aedb|us_east_1_c4_8xlarge,f6aed530|us_east_1_c4_large,37b3eb01|us_east_1_c4_large,88296b33|us_east_1_c4_xlarge,6b918369|us_east_1_c5_18xlarge,2cfead60|us_east_1_c5_18xlarge,f03b5434|us_east_1_c5_2xlarge,1a414d95|us_east_1_c5_4xlarge,20d87a9e|us_east_1_c5_4xlarge,ab73f67f|us_east_1_c5_large,64ee8fdc|us_east_1_c5d_18xlarge,6266c30f|us_east_1_c5d_18xlarge,774fd321|us_east_1_c5d_9xlarge,9664110c|us_east_1_d2_2xlarge,d9566af5|us_east_1_f1_16xlarge,772af905|us_east_1_f1_2xlarge,2118fa28|us_east_1_i3_2xlarge,334c6513|us_east_1_i3_2xlarge,fa32044b|us_east_1_i3_4xlarge,3e066531|us_east_1_i3_4xlarge,1398f178|us_east_1_i3_8xlarge,4bcdfe3c|us_east_1_i3_large,f152a235|us_east_1_i3_metal,1efa77ea|us_east_1_i3_xlarge,f4390556|us_east_1_i3_xlarge,5c539d4b|us_east_1_m2_2xlarge,e8d185af|us_east_1_m2_2xlarge,39550082|us_east_1_m2_xlarge,a29293d9|us_east_1_m2_xlarge,f8be5596|us_east_1_m4_10xlarge,41d21ec4|us_east_1_m4_16xlarge,00ac518f|us_east_1_m4_16xlarge,5b6d1c42|us_east_1_m4_2xlarge,38d62164|us_east_1_m4_2xlarge,73fb0b7a|us_east_1_m4_4xlarge,563b1222|us_east_1_m4_xlarge,5c5b07a0|us_east_1_m5_12xlarge,868aafba|us_east_1_m5_24xlarge,5d1cd91c|us_east_1_m5_24xlarge,ab4110ea|us_east_1_m5_4xlarge,ab4b3e4a|us_east_1_m5_4xlarge,e1bf6b3f|us_east_1_m5_xlarge,4d07ceaf|us_east_1_m5d_4xlarge,185e94e7|us_east_1_m5d_4xlarge,bbf47e95|us_east_1_r4_16xlarge,19f642c2|us_east_1_r4_2xlarge,35b85796|us_east_1_r4_4xlarge,11394f66|us_east_1_r5_12xlarge,5b201429|us_east_1_r5_24xlarge,7ef91280|us_east_1_r5_large,25ae5983|us_east_1_r5d_2xlarge,ba9a900f|us_east_1_r5d_xlarge,1726dc1f|us_east_1_r5d_xlarge,f09582aa|us_east_1_z1d_2xlarge,4dea2a35|us_east_1_z1d_3xlarge,8a68a36b|us_east_1_z1d_large,887ed1dc|us_east_1_z1d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0213cba3|us_east_1_c4_2xlarge,9fc83aa7|us_east_1_c4_8xlarge,38031fb0|us_east_1_c4_xlarge,2c3f7c29|us_east_1_c5_18xlarge,ed1a8ae6|us_east_1_c5_large,f2865c91|us_east_1_c5_large,e9da8586|us_east_1_c5d_18xlarge,ed703359|us_east_1_c5d_9xlarge,5d5b778e|us_east_1_c5d_xlarge,286e6caf|us_east_1_d2_8xlarge,63a43683|us_east_1_g2_2xlarge,3468d43d|us_east_1_i3_large,bbc2ac8f|us_east_1_i3_metal,0435ab0f|us_east_1_i3_xlarge,df3ff427|us_east_1_i3_xlarge,764670c5|us_east_1_m1_large,0a871c28|us_east_1_m4_2xlarge,e9639a62|us_east_1_m4_2xlarge,2b63d279|us_east_1_m4_2xlarge,789b5c07|us_east_1_m4_2xlarge,d128e9ea|us_east_1_m4_large,7427d37d|us_east_1_m4_xlarge,94d88755|us_east_1_m5_12xlarge,24f6a8c5|us_east_1_m5_24xlarge,3105eecc|us_east_1_m5_4xlarge,7db07b6d|us_east_1_m5_large,5ed5ca2f|us_east_1_m5d_24xlarge,dcb3683a|us_east_1_m5d_24xlarge,75b39f7f|us_east_1_m5d_2xlarge,ee13f834|us_east_1_m5d_large,d3f6a3cc|us_east_1_p2_16xlarge,8bafd82f|us_east_1_p3_16xlarge,4152c476|us_east_1_r4_large,f523d8cf|us_east_1_r5_12xlarge,fdc73f53|us_east_1_r5_12xlarge,eabdfef7|us_east_1_r5_24xlarge,b568b334|us_east_1_r5_2xlarge,362b3b07|us_east_1_r5_4xlarge,ea9452f3|us_east_1_r5_large,65d3ac0c|us_east_1_r5_large,ac51d435|us_east_1_r5_large,552c7ef9|us_east_1_r5d_24xlarge,07d03d9b|us_east_1_r5d_24xlarge,689ab2de|us_east_1_r5d_2xlarge,605e5358|us_east_1_r5d_4xlarge,d0f69819|us_east_1_r5d_4xlarge,dc394158|us_east_1_r5d_xlarge,75a2aa30|us_east_1_r5d_xlarge,80bd925b|us_east_1_r5d_xlarge,b5211638|us_east_1_t2_small,70de75c9|us_east_1_x1_32xlarge,80b8b4f0|us_east_1_x1_32xlarge,35a1c2d3|us_east_1_z1d_12xlarge,d79ef7e4|us_east_1_z1d_12xlarge,cedf00e5|us_east_1_z1d_12xlarge,4f503fb1|us_east_1_z1d_2xlarge,3bd49c76|us_east_1_z1d_3xlarge,2985d147|us_east_1_z1d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8f3d5a9b|us_east_1_c4_4xlarge,78122d74|us_east_1_c4_8xlarge,38e4d6e1|us_east_1_c4_8xlarge,7a5ab642|us_east_1_c4_8xlarge,4b33b647|us_east_1_c4_8xlarge,cbf4cb83|us_east_1_c4_large,1cf1a3e6|us_east_1_c4_large,0d08d8b2|us_east_1_c5_18xlarge,b26a026f|us_east_1_c5_large,abe41b01|us_east_1_c5d_18xlarge,00a41021|us_east_1_c5d_2xlarge,8fe5fb1b|us_east_1_c5d_4xlarge,7003c347|us_east_1_c5d_4xlarge,74531796|us_east_1_c5d_9xlarge,9330c106|us_east_1_c5d_large,18a5e8cf|us_east_1_d2_4xlarge,b8007c72|us_east_1_d2_8xlarge,e5e9da07|us_east_1_d2_8xlarge,1f471e62|us_east_1_g2_2xlarge,21f2acbb|us_east_1_i3_16xlarge,a5c9cf36|us_east_1_i3_2xlarge,ca8208d2|us_east_1_i3_4xlarge,f974fe14|us_east_1_i3_metal,7efb5faa|us_east_1_i3_xlarge,92c27fa8|us_east_1_m2_4xlarge,85541f9a|us_east_1_m4_16xlarge,537c0229|us_east_1_m4_2xlarge,26f625bb|us_east_1_m4_2xlarge,03b15fd2|us_east_1_m4_large,48ec19e5|us_east_1_m4_large,2a36c2f5|us_east_1_m5_12xlarge,53f5428b|us_east_1_m5_2xlarge,9c36b5c0|us_east_1_m5_4xlarge,86f1a791|us_east_1_m5d_12xlarge,e504a14b|us_east_1_m5d_2xlarge,c5e32f2c|us_east_1_m5d_4xlarge,7af61bef|us_east_1_m5d_xlarge,03d8635d|us_east_1_r4_16xlarge,db36ce5a|us_east_1_r4_16xlarge,54c05837|us_east_1_r4_16xlarge,1ed0b2cb|us_east_1_r4_4xlarge,3354d1c6|us_east_1_r4_4xlarge,a5e8e17e|us_east_1_r4_4xlarge,191b7f13|us_east_1_r4_8xlarge,c6cb34b8|us_east_1_r4_8xlarge,7870263f|us_east_1_r4_large,20ce15dd|us_east_1_r4_xlarge,a6213715|us_east_1_r5_12xlarge,cc2e8aa3|us_east_1_r5_12xlarge,f9cf2f14|us_east_1_r5_24xlarge,41da83a2|us_east_1_r5_2xlarge,f616ede9|us_east_1_r5_4xlarge,fd895a2e|us_east_1_r5_4xlarge,19628862|us_east_1_r5_large,6604bf7e|us_east_1_r5_xlarge,24e7450e|us_east_1_r5d_12xlarge,9553b144|us_east_1_r5d_24xlarge,4d08aa6e|us_east_1_r5d_4xlarge,a6322554|us_east_1_t2_large,841d888c|us_east_1_t2_medium,8474aca4|us_east_1_t2_medium,781a9463|us_east_1_t2_medium,3fad72e7|us_east_1_x1_32xlarge,df876bcc|us_east_1_z1d_3xlarge,3b809977|us_east_1_z1d_3xlarge,04360843|us_east_1_z1d_6xlarge,56814399|us_east_1_z1d_large,d2ed00fc|us_east_1_z1d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e385cc89|us_east_1_c1_xlarge,105e03b3|us_east_1_c4_4xlarge,cd6b4e3d|us_east_1_c4_8xlarge,f6a4b0a1|us_east_1_c4_8xlarge,0ec3a2c5|us_east_1_c4_8xlarge,31c95996|us_east_1_c4_large,67573fbd|us_east_1_c4_large,a6036672|us_east_1_c5_18xlarge,59f45639|us_east_1_c5_2xlarge,3d1d7b0f|us_east_1_c5_4xlarge,73bb8f15|us_east_1_c5_large,beb1bec4|us_east_1_c5d_18xlarge,dce9d84d|us_east_1_c5d_18xlarge,fe57f230|us_east_1_c5d_2xlarge,e97cc83e|us_east_1_c5d_9xlarge,06c2499f|us_east_1_c5d_9xlarge,b6655dbe|us_east_1_cc2_8xlarge,636a8748|us_east_1_d2_2xlarge,e01cf022|us_east_1_i3_16xlarge,78a3b026|us_east_1_i3_4xlarge,11064748|us_east_1_i3_8xlarge,a9fcddc8|us_east_1_i3_8xlarge,bb98d127|us_east_1_i3_large,769b654a|us_east_1_i3_metal,f69c0c83|us_east_1_m1_large,ec688ac4|us_east_1_m4_10xlarge,b49fbd2f|us_east_1_m4_10xlarge,572f383f|us_east_1_m4_10xlarge,399dce01|us_east_1_m4_10xlarge,9df3fc00|us_east_1_m4_16xlarge,c23470df|us_east_1_m4_16xlarge,f70fee9e|us_east_1_m4_16xlarge,0180a6f8|us_east_1_m4_2xlarge,421cafa7|us_east_1_m4_4xlarge,3f019484|us_east_1_m4_large,4de893ab|us_east_1_m4_xlarge,4fb44e2d|us_east_1_m4_xlarge,1fa730d4|us_east_1_m5_12xlarge,f27f6225|us_east_1_m5_12xlarge,fb4f2bc8|us_east_1_m5_4xlarge,649ba079|us_east_1_m5_xlarge,fdbd0630|us_east_1_m5_xlarge,a3e6c638|us_east_1_m5d_24xlarge,9c880aa4|us_east_1_m5d_xlarge,15b7b553|us_east_1_p2_8xlarge,7a4e8b5d|us_east_1_p3_2xlarge,41bfc128|us_east_1_p3_8xlarge,21405039|us_east_1_r4_4xlarge,92f77c93|us_east_1_r4_8xlarge,b7c9589e|us_east_1_r5_12xlarge,6af9c71c|us_east_1_r5_12xlarge,2c9cbbbe|us_east_1_r5_12xlarge,b155ac97|us_east_1_r5_24xlarge,c5bc0411|us_east_1_r5_large,3e469f28|us_east_1_r5_xlarge,19a6f43e|us_east_1_r5d_12xlarge,c048f997|us_east_1_r5d_4xlarge,a5a4ff18|us_east_1_x1_32xlarge,22bae1f7|us_east_1_z1d_2xlarge,9c967cec|us_east_1_z1d_2xlarge,2563a157|us_east_1_z1d_2xlarge,17bb009c|us_east_1_z1d_6xlarge,c10e0cd6|us_east_1_z1d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c0a9f094|us_east_1_c4_4xlarge,8c8d4e6e|us_east_1_c4_4xlarge,cb189573|us_east_1_c4_8xlarge,1dfd78c1|us_east_1_c4_xlarge,d4b09f2c|us_east_1_c4_xlarge,4df6110f|us_east_1_c5_18xlarge,29e4329b|us_east_1_c5_9xlarge,1dc17ecf|us_east_1_c5d_18xlarge,7b03c563|us_east_1_c5d_18xlarge,5d0457ab|us_east_1_c5d_9xlarge,6678b548|us_east_1_c5d_9xlarge,44003043|us_east_1_c5d_9xlarge,5136921c|us_east_1_c5d_xlarge,b9c5fcc3|us_east_1_c5d_xlarge,357c71b0|us_east_1_i3_16xlarge,da3b8d5b|us_east_1_i3_16xlarge,5066faed|us_east_1_i3_4xlarge,93f9cfa4|us_east_1_i3_8xlarge,ebbaf805|us_east_1_i3_8xlarge,2fe47ba6|us_east_1_i3_large,9b4f0f7e|us_east_1_m4_10xlarge,b5558d2e|us_east_1_m4_10xlarge,c8205bb3|us_east_1_m4_10xlarge,994aae8a|us_east_1_m4_10xlarge,00904717|us_east_1_m4_10xlarge,358f4747|us_east_1_m4_2xlarge,786bd51f|us_east_1_m4_2xlarge,51cbf078|us_east_1_m4_4xlarge,4dddd84f|us_east_1_m4_large,b56d5ad0|us_east_1_m4_large,be7de504|us_east_1_m4_xlarge,4b6ff2f6|us_east_1_m5_12xlarge,fee12c2b|us_east_1_m5_2xlarge,cba6675a|us_east_1_m5_2xlarge,0bf4cc75|us_east_1_m5_large,34a17b0d|us_east_1_m5_xlarge,cd6244cb|us_east_1_m5d_12xlarge,d2ddf6e5|us_east_1_m5d_24xlarge,f84261f3|us_east_1_m5d_2xlarge,ee1d086c|us_east_1_m5d_4xlarge,e7de3324|us_east_1_m5d_4xlarge,9342a9c2|us_east_1_m5d_xlarge,cbebd5c5|us_east_1_p2_8xlarge,1ea9f187|us_east_1_p2_8xlarge,948be26e|us_east_1_p3_2xlarge,52eed565|us_east_1_p3_8xlarge,17214a20|us_east_1_r4_16xlarge,655df96a|us_east_1_r4_2xlarge,6d13cbbe|us_east_1_r4_2xlarge,779f64c0|us_east_1_r4_4xlarge,7347ada8|us_east_1_r4_xlarge,231a1378|us_east_1_r5_12xlarge,49735ded|us_east_1_r5_2xlarge,eb70d5c7|us_east_1_r5_2xlarge,de79f4c4|us_east_1_r5_4xlarge,81b17a44|us_east_1_r5d_24xlarge,fc92ea57|us_east_1_r5d_4xlarge,4df4bf33|us_east_1_r5d_4xlarge,7b3c76bc|us_east_1_t2_micro,c1b6aa98|us_east_1_z1d_12xlarge,bd3e09b6|us_east_1_z1d_3xlarge,6de837fc|us_east_1_z1d_3xlarge,bae451c2|us_east_1_z1d_6xlarge,4285a880|us_east_1_z1d_6xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
