65e7257f|ap_southeast_2_c4_xlarge,b731bfeb|ap_southeast_2_c5_2xlarge,383cbcc5|ap_southeast_2_c5_large,4b23f3e1|ap_southeast_2_d2_2xlarge,170edb03|ap_southeast_2_d2_2xlarge,89043ef4|ap_southeast_2_i3_4xlarge,916ebaec|ap_southeast_2_i3_4xlarge,4ebb6d53|ap_southeast_2_i3_large,a8ef72a2|ap_southeast_2_i3_xlarge,9dc27d69|ap_southeast_2_m1_large,020bae45|ap_southeast_2_m4_10xlarge,3f6c2658|ap_southeast_2_m5_large,958eeb21|ap_southeast_2_m5_xlarge,9b0f79f9|ap_southeast_2_r4_2xlarge,c43c300a|ap_southeast_2_r4_2xlarge,32905d40|ap_southeast_2_r4_4xlarge,a587cf9b|ap_southeast_2_r4_8xlarge,0badb446|ap_southeast_2_x1_16xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdddeef2|ap_southeast_2_c4_8xlarge,5d5b3527|ap_southeast_2_c4_large,ff1c57ce|ap_southeast_2_c4_xlarge,db24abfb|ap_southeast_2_c4_xlarge,bdb4293b|ap_southeast_2_c5_18xlarge,0de83e72|ap_southeast_2_c5_4xlarge,0a2f6758|ap_southeast_2_d2_2xlarge,236acc47|ap_southeast_2_d2_2xlarge,f1e57b3f|ap_southeast_2_d2_8xlarge,491ddf72|ap_southeast_2_g2_2xlarge,ff1d9ac7|ap_southeast_2_g2_2xlarge,612ea051|ap_southeast_2_i3_4xlarge,4502cf64|ap_southeast_2_i3_8xlarge,bfd09db2|ap_southeast_2_i3_large,df65e715|ap_southeast_2_m4_16xlarge,a73ab5f4|ap_southeast_2_m5_12xlarge,94b55301|ap_southeast_2_m5_2xlarge,9b9af5d9|ap_southeast_2_m5_xlarge,9da38bb1|ap_southeast_2_r4_8xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3ca75f8|ap_southeast_2_c4_2xlarge,3834b099|ap_southeast_2_c4_4xlarge,78e525f5|ap_southeast_2_c4_4xlarge,788c26c2|ap_southeast_2_c4_4xlarge,4854816d|ap_southeast_2_c4_8xlarge,389337c4|ap_southeast_2_c4_xlarge,634c8b56|ap_southeast_2_c5_2xlarge,7fd21919|ap_southeast_2_c5_4xlarge,ed5c728d|ap_southeast_2_c5_9xlarge,38ecf75a|ap_southeast_2_g2_8xlarge,ef6571bb|ap_southeast_2_i3_2xlarge,889dcf3e|ap_southeast_2_i3_4xlarge,ac393ddd|ap_southeast_2_m1_small,fc5125b1|ap_southeast_2_m1_xlarge,302ab428|ap_southeast_2_m4_4xlarge,fbcedc1f|ap_southeast_2_m5_large,a7e00e92|ap_southeast_2_m5_large,95fbcafb|ap_southeast_2_p2_16xlarge,d29eea8f|ap_southeast_2_r4_16xlarge,2cf6c385|ap_southeast_2_r4_2xlarge,9de95c2c|ap_southeast_2_r4_4xlarge,7822b6bb|ap_southeast_2_r4_4xlarge,92e4f69f|ap_southeast_2_r4_8xlarge,1cc320f6|ap_southeast_2_r4_xlarge,67e7dc48|ap_southeast_2_x1_16xlarge,682fc608|ap_southeast_2_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462470a2|ap_southeast_2_c4_8xlarge,173b30e5|ap_southeast_2_c4_8xlarge,4a0725a1|ap_southeast_2_c4_large,2a0c9533|ap_southeast_2_i3_8xlarge,bc5d972d|ap_southeast_2_m4_10xlarge,4206c673|ap_southeast_2_m5_4xlarge,d726d32a|ap_southeast_2_r4_large,dead08d2|ap_southeast_2_t2_medium,99ee3948|ap_southeast_2_t2_medium,f2831163|ap_southeast_2_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83a1715a|ap_southeast_2_c4_xlarge,1552d4fa|ap_southeast_2_c5_2xlarge,5f1e7605|ap_southeast_2_c5_9xlarge,a503a637|ap_southeast_2_d2_xlarge,75d109d4|ap_southeast_2_i3_16xlarge,6a6c68dc|ap_southeast_2_i3_8xlarge,7e6aab02|ap_southeast_2_m4_large,df347fa6|ap_southeast_2_m5_12xlarge,de45c349|ap_southeast_2_m5_24xlarge,b7c0df56|ap_southeast_2_m5_xlarge,358d0033|ap_southeast_2_r4_16xlarge,b65ca3eb|ap_southeast_2_r4_16xlarge,504ec775|ap_southeast_2_r4_8xlarge,a38596c0|ap_southeast_2_r4_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afaed88c|ap_southeast_2_c4_2xlarge,262ee880|ap_southeast_2_c4_4xlarge,86ccca7b|ap_southeast_2_c4_xlarge,938c258c|ap_southeast_2_c5_2xlarge,5f72e4e9|ap_southeast_2_c5_4xlarge,fd01d206|ap_southeast_2_c5_4xlarge,fa5e1aee|ap_southeast_2_c5_9xlarge,18620bef|ap_southeast_2_c5_xlarge,8ecbc1d9|ap_southeast_2_d2_2xlarge,e77419e4|ap_southeast_2_i3_2xlarge,628ced19|ap_southeast_2_i3_large,b34578bf|ap_southeast_2_i3_xlarge,360941e1|ap_southeast_2_m1_small,50273ef3|ap_southeast_2_m4_10xlarge,29591f25|ap_southeast_2_m4_10xlarge,b4390e30|ap_southeast_2_m4_16xlarge,77ee85b2|ap_southeast_2_m4_16xlarge,80992ed3|ap_southeast_2_m4_xlarge,fa212983|ap_southeast_2_m5_12xlarge,7d73695e|ap_southeast_2_p2_xlarge,d0069734|ap_southeast_2_r4_2xlarge,5ef0a118|ap_southeast_2_r4_8xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a783c381|ap_southeast_2_c4_8xlarge,1b61fd57|ap_southeast_2_c4_xlarge,7d2f6a08|ap_southeast_2_c4_xlarge,35b6c693|ap_southeast_2_c5_4xlarge,c4df202e|ap_southeast_2_c5_xlarge,f8cbd47f|ap_southeast_2_i3_16xlarge,1177f9e2|ap_southeast_2_i3_8xlarge,f80d9d56|ap_southeast_2_m1_medium,7eac504c|ap_southeast_2_m1_xlarge,8270bb12|ap_southeast_2_m2_xlarge,d5b18337|ap_southeast_2_m4_16xlarge,2c634afa|ap_southeast_2_m4_16xlarge,a04dcd02|ap_southeast_2_m5_4xlarge,47f870a5|ap_southeast_2_m5_large,ae1754f4|ap_southeast_2_r4_16xlarge,0a4ab726|ap_southeast_2_r4_large,3b549824|ap_southeast_2_x1_16xlarge,c56a18b9|ap_southeast_2_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003f5f8|ap_southeast_2_c4_4xlarge,18eb02c6|ap_southeast_2_c4_xlarge,1083f75c|ap_southeast_2_c5_18xlarge,f6a27fda|ap_southeast_2_c5_4xlarge,05bb4169|ap_southeast_2_c5_4xlarge,06ba5185|ap_southeast_2_c5_large,7e02fcad|ap_southeast_2_i3_16xlarge,a12ca13d|ap_southeast_2_i3_16xlarge,ab7ab51b|ap_southeast_2_i3_4xlarge,c0a12081|ap_southeast_2_i3_8xlarge,8ee12d8d|ap_southeast_2_i3_xlarge,48ddf648|ap_southeast_2_m4_10xlarge,48bb93d1|ap_southeast_2_m4_10xlarge,d8283e86|ap_southeast_2_m4_10xlarge,936aafd0|ap_southeast_2_m4_16xlarge,7c6fd150|ap_southeast_2_m4_4xlarge,251d7dce|ap_southeast_2_m4_4xlarge,d1d351d3|ap_southeast_2_m5_2xlarge,781abef2|ap_southeast_2_m5_xlarge,f64eef14|ap_southeast_2_p2_16xlarge,1fcbda16|ap_southeast_2_p2_8xlarge,03ca1f3a|ap_southeast_2_r4_4xlarge,524d5579|ap_southeast_2_r4_8xlarge,82205b11|ap_southeast_2_r4_xlarge,4fc57997|ap_southeast_2_t2_medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6951d26d|ap_southeast_2_c5_18xlarge,b0752f2f|ap_southeast_2_c5_18xlarge,701851f1|ap_southeast_2_d2_xlarge,d9d71419|ap_southeast_2_i3_8xlarge,d491e91a|ap_southeast_2_i3_xlarge,320440b3|ap_southeast_2_i3_xlarge,3618c2b4|ap_southeast_2_m4_16xlarge,37fb73ad|ap_southeast_2_m4_xlarge,dcf37a33|ap_southeast_2_m4_xlarge,357caa6e|ap_southeast_2_m5_2xlarge,3d9b22e3|ap_southeast_2_m5_2xlarge,07b59335|ap_southeast_2_p2_16xlarge,ff601a67|ap_southeast_2_r4_8xlarge,f33b872a|ap_southeast_2_t2_2xlarge,9c637b8c|ap_southeast_2_t2_xlarge,d35eeb4c|ap_southeast_2_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780f7656|ap_southeast_2_c4_8xlarge,61aceae3|ap_southeast_2_c4_xlarge,14119cfc|ap_southeast_2_c5_large,696f856a|ap_southeast_2_c5_large,b47c893f|ap_southeast_2_g2_8xlarge,793b692e|ap_southeast_2_i3_16xlarge,ab2bf81f|ap_southeast_2_i3_4xlarge,a7cfd520|ap_southeast_2_i3_4xlarge,84e258fc|ap_southeast_2_i3_8xlarge,61f1449b|ap_southeast_2_i3_8xlarge,4a36dd24|ap_southeast_2_i3_large,2666c4e5|ap_southeast_2_i3_xlarge,e453bc1e|ap_southeast_2_m4_16xlarge,d98bac84|ap_southeast_2_m4_xlarge,0b1dfdff|ap_southeast_2_m4_xlarge,0cf75b4e|ap_southeast_2_m4_xlarge,2e040780|ap_southeast_2_m4_xlarge,50bee1d3|ap_southeast_2_m4_xlarge,3f119451|ap_southeast_2_m5_large,39bb8cf4|ap_southeast_2_m5_large,0eebf884|ap_southeast_2_m5_xlarge,129de773|ap_southeast_2_p2_8xlarge,7a2e0552|ap_southeast_2_p2_xlarge,6d0af569|ap_southeast_2_r4_16xlarge,a77b416b|ap_southeast_2_r4_4xlarge,274fb620|ap_southeast_2_t2_2xlarge,d03d30ab|ap_southeast_2_t2_medium,2aa15245|ap_southeast_2_x1_16xlarge,6e6bb525|ap_southeast_2_x1_16xlarge,6590e745|ap_southeast_2_x1_16xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
