988610d7|ap_south_1_d2_2xlarge,2b3224c9|ap_south_1_d2_8xlarge,ea9214fc|ap_south_1_i3_4xlarge,d534b2a2|ap_south_1_i3_xlarge,d927a3fc|ap_south_1_m4_10xlarge,8d093038|ap_south_1_m4_16xlarge,81c2eb0f|ap_south_1_m5_12xlarge,894f9a87|ap_south_1_m5_large,b57e06f4|ap_south_1_r4_16xlarge,ce7c8142|ap_south_1_r4_2xlarge,6e57942c|ap_south_1_r4_4xlarge,37f8cb08|ap_south_1_t2_2xlarge,c10796e1|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7f9f3c8|ap_south_1_c4_8xlarge,fa9c26dc|ap_south_1_c5_9xlarge,dd1c2742|ap_south_1_c5_large,d1788900|ap_south_1_d2_2xlarge,efbd4f22|ap_south_1_d2_4xlarge,4c837823|ap_south_1_d2_4xlarge,1a5c8d45|ap_south_1_i3_2xlarge,826e4e5a|ap_south_1_i3_large,75b45480|ap_south_1_m4_10xlarge,77a8e40a|ap_south_1_m4_16xlarge,4dc2920b|ap_south_1_m4_2xlarge,c3a52807|ap_south_1_m4_4xlarge,974e2713|ap_south_1_m4_4xlarge,1cd3c157|ap_south_1_m5_large,3acf5636|ap_south_1_r4_8xlarge,633c9d5c|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309d3c1b|ap_south_1_c5_xlarge,e4c0c8aa|ap_south_1_i3_2xlarge,cc2d3dfe|ap_south_1_m4_10xlarge,536a1b32|ap_south_1_r4_16xlarge,a1644c8c|ap_south_1_r4_2xlarge,7a41da88|ap_south_1_r4_4xlarge,91b6a689|ap_south_1_t2_micro,fedd81d1|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6d064c05|ap_south_1_c4_xlarge,e351f126|ap_south_1_c4_xlarge,d1d1592d|ap_south_1_c5_4xlarge,b2974d8c|ap_south_1_i3_16xlarge,42dde823|ap_south_1_i3_4xlarge,53c91a54|ap_south_1_m4_10xlarge,02bc9e81|ap_south_1_m4_10xlarge,ffc5702c|ap_south_1_m4_2xlarge,a4f8439e|ap_south_1_m4_2xlarge,ecd31c2b|ap_south_1_m4_large,9e0dd3c4|ap_south_1_m4_xlarge,2ab88f09|ap_south_1_m5_24xlarge,10a68906|ap_south_1_m5_24xlarge,49e41704|ap_south_1_p2_8xlarge,cba38a04|ap_south_1_r4_large,95789837|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d6f8e7d|ap_south_1_d2_xlarge,6df6984a|ap_south_1_i3_16xlarge,6a90dac7|ap_south_1_i3_16xlarge,c4ea7cb4|ap_south_1_i3_8xlarge,7e1f192e|ap_south_1_i3_xlarge,b9ad696f|ap_south_1_m4_2xlarge,00b012a6|ap_south_1_m5_12xlarge,14c4154c|ap_south_1_m5_4xlarge,5f3adf62|ap_south_1_m5_4xlarge,100a88c4|ap_south_1_m5_large,a0d6cc1b|ap_south_1_m5_xlarge,1f5358f1|ap_south_1_p2_16xlarge,9f415a49|ap_south_1_r4_16xlarge,0d2cc801|ap_south_1_r4_16xlarge,0851ef18|ap_south_1_r4_8xlarge,29ed6d75|ap_south_1_x1_16xlarge,fcbf526d|ap_south_1_x1_32xlarge,16748401|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30d49953|ap_south_1_c4_2xlarge,dc18b255|ap_south_1_c4_xlarge,3b11760f|ap_south_1_c5_2xlarge,a81297b3|ap_south_1_c5_4xlarge,087917e9|ap_south_1_c5_9xlarge,44aabd3c|ap_south_1_c5_large,920c29c2|ap_south_1_i3_4xlarge,8a104031|ap_south_1_i3_8xlarge,51dd6f9b|ap_south_1_m4_2xlarge,990d2fa7|ap_south_1_m4_4xlarge,dd8741a6|ap_south_1_m5_24xlarge,45cd737d|ap_south_1_m5_2xlarge,a6133d0d|ap_south_1_m5_large,8d66146d|ap_south_1_r4_16xlarge,af61e289|ap_south_1_r4_xlarge,f2feacdd|ap_south_1_t2_micro,64271693|ap_south_1_t2_nano,7c6c5510|ap_south_1_x1_16xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e13784f|ap_south_1_c4_4xlarge,8e2c07b7|ap_south_1_c4_large,ccf9f7d0|ap_south_1_c5_18xlarge,f779cb62|ap_south_1_c5_18xlarge,ae186f18|ap_south_1_d2_2xlarge,398c21b2|ap_south_1_i3_4xlarge,13c6bd2d|ap_south_1_i3_large,310330e8|ap_south_1_i3_large,72b613ad|ap_south_1_i3_xlarge,0a446bc8|ap_south_1_m4_16xlarge,75acc493|ap_south_1_m4_2xlarge,c56197d6|ap_south_1_m5_24xlarge,e86a4fce|ap_south_1_m5_2xlarge,0bc956a7|ap_south_1_m5_4xlarge,237fb8cb|ap_south_1_m5_4xlarge,5472bbd7|ap_south_1_m5_4xlarge,177c94e0|ap_south_1_p2_xlarge,641906d8|ap_south_1_r4_2xlarge,8f53c57e|ap_south_1_r4_xlarge,2a164884|ap_south_1_t2_2xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23c0a3eb|ap_south_1_c4_4xlarge,d33d936f|ap_south_1_c5_18xlarge,64c7f761|ap_south_1_c5_xlarge,cc15d654|ap_south_1_d2_xlarge,601c2e32|ap_south_1_i3_16xlarge,44ca54ff|ap_south_1_i3_16xlarge,07bdfcfe|ap_south_1_i3_2xlarge,2fbd5e54|ap_south_1_m4_10xlarge,0b02e987|ap_south_1_m5_2xlarge,4694c297|ap_south_1_r4_2xlarge,b66270cc|ap_south_1_r4_4xlarge,e8749b1b|ap_south_1_r4_4xlarge,39dcca12|ap_south_1_x1_16xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6e5e4bf5|ap_south_1_c4_2xlarge,b041f1b7|ap_south_1_c4_4xlarge,9aab9fe8|ap_south_1_c4_8xlarge,b407a4f0|ap_south_1_c4_xlarge,a3ceeb20|ap_south_1_c5_18xlarge,c5f0396c|ap_south_1_c5_2xlarge,baf9c1ec|ap_south_1_c5_9xlarge,89ea71b7|ap_south_1_i3_16xlarge,36a26556|ap_south_1_i3_16xlarge,fd3bb7e3|ap_south_1_i3_2xlarge,672803d0|ap_south_1_m4_16xlarge,63b117a2|ap_south_1_m4_4xlarge,2562942a|ap_south_1_m4_large,b61af2fa|ap_south_1_m4_xlarge,74366be2|ap_south_1_p2_16xlarge,d1d697af|ap_south_1_r4_4xlarge,13413279|ap_south_1_r4_8xlarge,783d1633|ap_south_1_r4_large,627de796|ap_south_1_t2_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2faaf2f8|ap_south_1_c4_4xlarge,33f52443|ap_south_1_c5_2xlarge,e0f70a56|ap_south_1_i3_2xlarge,44ad60f7|ap_south_1_i3_4xlarge,435d2efa|ap_south_1_i3_large,fbec6ca9|ap_south_1_i3_xlarge,42a152ed|ap_south_1_i3_xlarge,b192e024|ap_south_1_m4_10xlarge,062b567d|ap_south_1_m4_2xlarge,bcce0887|ap_south_1_m4_4xlarge,783a6e5c|ap_south_1_m4_4xlarge,7a8a73e8|ap_south_1_m5_24xlarge,92c1e3e2|ap_south_1_p2_8xlarge,360cc275|ap_south_1_p2_xlarge,53aa471b|ap_south_1_t2_large,d9949ad0|ap_south_1_t2_medium,24a16709|ap_south_1_t2_micro,001762ba|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
