8f180665|ap_south_1_c4_2xlarge,49f5fb88|ap_south_1_c4_4xlarge,342ca04b|ap_south_1_c4_8xlarge,c075b4b8|ap_south_1_d2_2xlarge,8b79ddbb|ap_south_1_i3_16xlarge,f1535e80|ap_south_1_i3_8xlarge,7e839167|ap_south_1_i3_large,dff14cb3|ap_south_1_m4_10xlarge,a77b6131|ap_south_1_m4_10xlarge,ab410bd7|ap_south_1_m4_16xlarge,3b4164b4|ap_south_1_m4_4xlarge,28dbd954|ap_south_1_m5_2xlarge,f32659a1|ap_south_1_m5_large,f418ed80|ap_south_1_m5_large,e0cb1625|ap_south_1_r4_large,f3cb4cd5|ap_south_1_r4_xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3cd62ec|ap_south_1_c4_xlarge,dfaf6f14|ap_south_1_c5_2xlarge,7e7f715e|ap_south_1_c5_4xlarge,1b0582c7|ap_south_1_c5_xlarge,2e4272ee|ap_south_1_m4_10xlarge,6b9fb4ba|ap_south_1_m4_4xlarge,8c819e0b|ap_south_1_m4_large,f90767b2|ap_south_1_m4_large,13a5a101|ap_south_1_m5_12xlarge,dbd45042|ap_south_1_m5_4xlarge,54d8e326|ap_south_1_m5_4xlarge,eb9b2a34|ap_south_1_p2_8xlarge,96ff5bf5|ap_south_1_p2_xlarge,f73603dc|ap_south_1_t2_xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42ee909b|ap_south_1_c4_8xlarge,512c0aaf|ap_south_1_c5_18xlarge,4d0fc52b|ap_south_1_c5_2xlarge,c43cf2aa|ap_south_1_c5_9xlarge,80b7a493|ap_south_1_c5_large,2f2d9a87|ap_south_1_c5_xlarge,e92754dd|ap_south_1_i3_4xlarge,04a2cf21|ap_south_1_m4_2xlarge,4ce89dbb|ap_south_1_m4_large,81cd05b7|ap_south_1_m4_xlarge,57b8d891|ap_south_1_m5_12xlarge,5e0876cd|ap_south_1_m5_large,16b6d4c1|ap_south_1_p2_16xlarge,629435b7|ap_south_1_p2_8xlarge,304a6c28|ap_south_1_r4_8xlarge,888688b7|ap_south_1_t2_2xlarge,4dfe9fa0|ap_south_1_t2_medium,c5deaea1|ap_south_1_t2_xlarge,733b498b|ap_south_1_x1_16xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62bb05bc|ap_south_1_c4_2xlarge,f0fd2efc|ap_south_1_c4_4xlarge,63048e3f|ap_south_1_c5_9xlarge,616281c7|ap_south_1_c5_9xlarge,c39e83e1|ap_south_1_d2_2xlarge,85f055b9|ap_south_1_i3_4xlarge,20ba0479|ap_south_1_i3_large,d3e2520e|ap_south_1_m4_10xlarge,e9a96ce4|ap_south_1_m4_large,6b128f78|ap_south_1_m5_large,1d0bd833|ap_south_1_m5_large,1fa2b9e1|ap_south_1_m5_xlarge,bb91bfe1|ap_south_1_r4_2xlarge,6290d904|ap_south_1_r4_xlarge,9ff86912|ap_south_1_t2_2xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2f25f26|ap_south_1_c4_2xlarge,627aacfa|ap_south_1_c4_2xlarge,fae4827f|ap_south_1_c5_large,2a2a657e|ap_south_1_d2_8xlarge,5516e541|ap_south_1_i3_16xlarge,744ab1fa|ap_south_1_m4_16xlarge,ad690ab6|ap_south_1_m4_16xlarge,5cc69fbd|ap_south_1_m4_large,c7341238|ap_south_1_m5_12xlarge,c4b864b5|ap_south_1_r4_2xlarge,b9fe649d|ap_south_1_r4_4xlarge,66e78797|ap_south_1_r4_8xlarge,fd86f77e|ap_south_1_t2_xlarge,929095fb|ap_south_1_x1_16xlarge,24f0860b|ap_south_1_x1_16xlarge,6a79d33c|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f41754ea|ap_south_1_c4_2xlarge,77909719|ap_south_1_c4_2xlarge,aad20a34|ap_south_1_c5_xlarge,d86041a3|ap_south_1_i3_2xlarge,316b0d96|ap_south_1_i3_4xlarge,4fbf7271|ap_south_1_m4_16xlarge,b4b9e14e|ap_south_1_m4_16xlarge,29dcf0f3|ap_south_1_m4_16xlarge,9f9cd5e2|ap_south_1_m4_2xlarge,20400455|ap_south_1_m4_4xlarge,3de2882a|ap_south_1_m5_24xlarge,ddb53e62|ap_south_1_m5_24xlarge,f8d5d30b|ap_south_1_r4_16xlarge,0280aaf4|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a27dcaec|ap_south_1_c4_large,9fa7992e|ap_south_1_c4_xlarge,813da1fd|ap_south_1_c5_4xlarge,ce891fcf|ap_south_1_c5_xlarge,0ab24d97|ap_south_1_d2_8xlarge,cf85e0c7|ap_south_1_i3_2xlarge,8486d166|ap_south_1_i3_4xlarge,ef679138|ap_south_1_i3_8xlarge,4149701d|ap_south_1_m5_large,42a1e4ff|ap_south_1_r4_2xlarge,5235cd02|ap_south_1_r4_2xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddcc11f7|ap_south_1_c4_8xlarge,105174aa|ap_south_1_c5_2xlarge,a4dcd895|ap_south_1_c5_4xlarge,1c3bcbd5|ap_south_1_c5_4xlarge,130b6d51|ap_south_1_c5_9xlarge,579874dd|ap_south_1_c5_9xlarge,e5f77136|ap_south_1_c5_large,c140136b|ap_south_1_i3_4xlarge,441bce0e|ap_south_1_m4_16xlarge,07b643d6|ap_south_1_m4_large,76a2462c|ap_south_1_m5_12xlarge,c2b95089|ap_south_1_r4_xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86e01fc6|ap_south_1_c4_2xlarge,035a1294|ap_south_1_c4_2xlarge,37a20a82|ap_south_1_c4_8xlarge,fb0bdd23|ap_south_1_c5_2xlarge,b379d844|ap_south_1_c5_4xlarge,38f41ab2|ap_south_1_c5_large,90412cf7|ap_south_1_c5_xlarge,f5a612fe|ap_south_1_c5_xlarge,66e5e54c|ap_south_1_m4_10xlarge,8d1dc01b|ap_south_1_m4_16xlarge,ba21c37f|ap_south_1_m4_16xlarge,2800ea54|ap_south_1_m4_16xlarge,647c021b|ap_south_1_m4_2xlarge,4ebd1565|ap_south_1_r4_2xlarge,0861d6c5|ap_south_1_t2_small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74a0c024|ap_south_1_c5_large,a056e887|ap_south_1_i3_large,00b1468d|ap_south_1_m4_2xlarge,bd132ebb|ap_south_1_m4_4xlarge,ca970180|ap_south_1_m4_xlarge,ccc1a888|ap_south_1_m4_xlarge,aed760f1|ap_south_1_m5_24xlarge,1636934c|ap_south_1_m5_2xlarge,1368c2b8|ap_south_1_m5_2xlarge,29672d0b|ap_south_1_m5_4xlarge,ddfdf0ee|ap_south_1_m5_large,3f1b4159|ap_south_1_r4_4xlarge,36ac24f6|ap_south_1_r4_xlarge,dde05274|ap_south_1_t2_xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
