2d490311|ap_south_1_c4_2xlarge,559da9cb|ap_south_1_c4_xlarge,5422b814|ap_south_1_c4_xlarge,576f2530|ap_south_1_c5_4xlarge,31834408|ap_south_1_c5_xlarge,9970a5eb|ap_south_1_i3_large,514ef77a|ap_south_1_m4_16xlarge,90b9dc08|ap_south_1_m4_16xlarge,44968859|ap_south_1_m4_16xlarge,b0bfcaa6|ap_south_1_m4_2xlarge,775746e7|ap_south_1_m4_4xlarge,a993d525|ap_south_1_m5_12xlarge,fa4f0e29|ap_south_1_m5_4xlarge,2370f040|ap_south_1_m5_4xlarge,140cc87d|ap_south_1_r4_8xlarge,4670394c|ap_south_1_r4_8xlarge,b070ff00|ap_south_1_r4_xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8b0c868f|ap_south_1_c4_large,08016985|ap_south_1_c4_large,d053c7d3|ap_south_1_c5_xlarge,49717eaa|ap_south_1_i3_8xlarge,3407acc0|ap_south_1_i3_xlarge,d433ab60|ap_south_1_m4_4xlarge,5b5331d7|ap_south_1_m4_large,3478e09d|ap_south_1_m5_2xlarge,788ae52f|ap_south_1_m5_large,6b2521b2|ap_south_1_m5_xlarge,90fdeec3|ap_south_1_r4_8xlarge,ba72a25d|ap_south_1_t2_small,947e04ed|ap_south_1_t2_xlarge,2c38fb4a|ap_south_1_x1_16xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838a39b7|ap_south_1_c4_2xlarge,8d163ab6|ap_south_1_c4_4xlarge,5077cfba|ap_south_1_c5_2xlarge,1f8f52e0|ap_south_1_i3_4xlarge,68a11f8d|ap_south_1_i3_large,f25496af|ap_south_1_m4_2xlarge,e3141bbf|ap_south_1_m4_2xlarge,53541524|ap_south_1_m4_2xlarge,4e9eedf3|ap_south_1_m4_4xlarge,ddd6b3be|ap_south_1_p2_8xlarge,d6b0aae0|ap_south_1_r4_16xlarge,7208f2e6|ap_south_1_r4_4xlarge,8c8b4fe8|ap_south_1_r4_4xlarge,90570f3d|ap_south_1_t2_micro,19988b18|ap_south_1_t2_xlarge,49df8782|ap_south_1_x1_16xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ce75fe7|ap_south_1_c4_xlarge,52215fe8|ap_south_1_c5_18xlarge,a8a36dea|ap_south_1_c5_4xlarge,b85e0f6b|ap_south_1_i3_2xlarge,6dcd9565|ap_south_1_i3_4xlarge,9af5ad66|ap_south_1_i3_8xlarge,d08c4014|ap_south_1_i3_large,b1fbec5f|ap_south_1_m4_4xlarge,080021e6|ap_south_1_m4_large,8c231493|ap_south_1_m5_12xlarge,829f9298|ap_south_1_r4_4xlarge,8d6ee004|ap_south_1_r4_8xlarge,a2297743|ap_south_1_r4_8xlarge,e1169881|ap_south_1_r4_8xlarge,bf925da2|ap_south_1_r4_large,c0fd6084|ap_south_1_x1_16xlarge,0023fd37|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f38a812d|ap_south_1_c4_2xlarge,5ffe9e69|ap_south_1_c5_4xlarge,4a613e8a|ap_south_1_c5_9xlarge,b0769a1e|ap_south_1_c5_9xlarge,ac6ce3c2|ap_south_1_d2_4xlarge,0adcaadf|ap_south_1_d2_8xlarge,2439b42a|ap_south_1_i3_2xlarge,230ebf36|ap_south_1_m4_16xlarge,7d1cc300|ap_south_1_m4_4xlarge,317d6d6b|ap_south_1_m5_4xlarge,58702dc4|ap_south_1_m5_4xlarge,cfd9437c|ap_south_1_m5_xlarge,e60f29fd|ap_south_1_r4_large,d29b9a3c|ap_south_1_t2_medium,b6466216|ap_south_1_t2_micro,55f9bbe1|ap_south_1_t2_nano,5f4d3e0e|ap_south_1_t2_nano,d9169d82|ap_south_1_x1_32xlarge,09e76cc5|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f2570e8a|ap_south_1_c4_8xlarge,27578982|ap_south_1_c5_2xlarge,9882b8db|ap_south_1_c5_2xlarge,a64e394d|ap_south_1_c5_xlarge,0b48cd46|ap_south_1_i3_16xlarge,f76bdc3a|ap_south_1_i3_2xlarge,bed19879|ap_south_1_i3_large,add15e82|ap_south_1_i3_xlarge,b6a1020f|ap_south_1_m5_2xlarge,53139a41|ap_south_1_p2_xlarge,860ed41d|ap_south_1_x1_16xlarge,bfd53980|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1c298d7|ap_south_1_c4_2xlarge,bca2634a|ap_south_1_d2_8xlarge,d420f9ee|ap_south_1_d2_xlarge,b7a53149|ap_south_1_i3_large,bb42662f|ap_south_1_m4_16xlarge,29bcc803|ap_south_1_m4_16xlarge,ffe80443|ap_south_1_m4_2xlarge,b2b73a5d|ap_south_1_m4_xlarge,703663f4|ap_south_1_m5_2xlarge,eb913a75|ap_south_1_m5_4xlarge,f7ac8443|ap_south_1_r4_2xlarge,9beed3af|ap_south_1_r4_xlarge,3d6a9989|ap_south_1_t2_small,88b624db|ap_south_1_t2_small,d2e74b16|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2fb2542|ap_south_1_c4_4xlarge,9d2a6b0a|ap_south_1_c4_4xlarge,1d1e7c11|ap_south_1_c4_4xlarge,b7d9d15d|ap_south_1_c4_large,24c49e23|ap_south_1_c4_xlarge,0f509e68|ap_south_1_c5_18xlarge,be3a0340|ap_south_1_c5_4xlarge,40c0a004|ap_south_1_c5_large,8c44799a|ap_south_1_i3_4xlarge,b1fba9c4|ap_south_1_i3_8xlarge,fb436214|ap_south_1_i3_8xlarge,839c4f9a|ap_south_1_m4_4xlarge,8f806c2f|ap_south_1_m4_xlarge,5d9a55fe|ap_south_1_m5_12xlarge,834ca2a9|ap_south_1_m5_24xlarge,b9e3e719|ap_south_1_p2_16xlarge,845c432b|ap_south_1_p2_8xlarge,2a3f8696|ap_south_1_r4_16xlarge,a253ad2e|ap_south_1_t2_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68f22132|ap_south_1_c4_4xlarge,6ba9d61d|ap_south_1_c5_18xlarge,9b1e38cd|ap_south_1_i3_2xlarge,c73fde6b|ap_south_1_i3_4xlarge,9352ea79|ap_south_1_m4_2xlarge,0ffc482d|ap_south_1_m4_4xlarge,11e939c2|ap_south_1_m4_large,dc6b4dec|ap_south_1_m4_xlarge,227ddfca|ap_south_1_m5_12xlarge,c8eb8009|ap_south_1_m5_24xlarge,1767c6f1|ap_south_1_r4_4xlarge,2a47e6ee|ap_south_1_r4_4xlarge,1cd733bd|ap_south_1_r4_8xlarge,209c8df8|ap_south_1_r4_xlarge,ab0eedf6|ap_south_1_t2_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108464b|ap_south_1_c4_8xlarge,5273defa|ap_south_1_c4_xlarge,a9d10857|ap_south_1_c5_4xlarge,1a42d40a|ap_south_1_c5_9xlarge,77c14ab1|ap_south_1_d2_xlarge,f61b3132|ap_south_1_i3_16xlarge,cad9e388|ap_south_1_i3_16xlarge,a20b261c|ap_south_1_m4_2xlarge,7a7c74ec|ap_south_1_m4_2xlarge,8a1a0dbc|ap_south_1_m4_large,cf5efc28|ap_south_1_m5_xlarge,a979c3b5|ap_south_1_r4_16xlarge,5efdb9dc|ap_south_1_r4_8xlarge,997973be|ap_south_1_r4_xlarge,9cf445c6|ap_south_1_x1_16xlarge,f195d44c|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
