cd087b8c|ap_south_1_c4_2xlarge,55665fa7|ap_south_1_c5_xlarge,be2038cb|ap_south_1_d2_2xlarge,ddd2525c|ap_south_1_i3_8xlarge,8203f8b6|ap_south_1_i3_large,cde54d8d|ap_south_1_i3_xlarge,a4451f7f|ap_south_1_m5_24xlarge,b8d0551d|ap_south_1_m5_4xlarge,24a5eb38|ap_south_1_r4_16xlarge,702e64a4|ap_south_1_r4_xlarge,b22167b7|ap_south_1_t2_micro,71d59564|ap_south_1_t2_small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788750b0|ap_south_1_c4_2xlarge,aaafb56f|ap_south_1_c4_4xlarge,4a5a42e9|ap_south_1_c4_8xlarge,5396f419|ap_south_1_c5_9xlarge,d4d40f17|ap_south_1_c5_9xlarge,29567a33|ap_south_1_i3_16xlarge,daa57238|ap_south_1_i3_2xlarge,41ce7c16|ap_south_1_i3_2xlarge,e56696b5|ap_south_1_m4_2xlarge,52d7ddd7|ap_south_1_m4_2xlarge,bd226bc2|ap_south_1_m4_4xlarge,12a3cf82|ap_south_1_m4_large,3b5490ab|ap_south_1_m5_12xlarge,9db2a93c|ap_south_1_m5_12xlarge,2edc7d8a|ap_south_1_m5_xlarge,43532914|ap_south_1_p2_8xlarge,4542b62a|ap_south_1_r4_16xlarge,d91976a2|ap_south_1_r4_4xlarge,ad3da5aa|ap_south_1_r4_8xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0726bed5|ap_south_1_c4_large,b1a17bd1|ap_south_1_c5_18xlarge,a985d682|ap_south_1_c5_2xlarge,4c6280a4|ap_south_1_c5_4xlarge,fe45457f|ap_south_1_i3_4xlarge,60b4bfbe|ap_south_1_i3_xlarge,5cebd7fd|ap_south_1_i3_xlarge,99ee3ccd|ap_south_1_m4_16xlarge,1643e99b|ap_south_1_m5_24xlarge,51801273|ap_south_1_m5_large,d35403f1|ap_south_1_p2_xlarge,7f58eca0|ap_south_1_p2_xlarge,8a98f472|ap_south_1_r4_8xlarge,da9c44db|ap_south_1_x1_16xlarge,a3d5ecc4|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96636fd5|ap_south_1_c4_2xlarge,ec926450|ap_south_1_c4_8xlarge,6c5a4171|ap_south_1_c4_xlarge,d919c0db|ap_south_1_c5_large,fd39d4ee|ap_south_1_d2_8xlarge,d2241eaf|ap_south_1_d2_8xlarge,c2fb4565|ap_south_1_i3_large,c35d1bf5|ap_south_1_m4_4xlarge,56888891|ap_south_1_m5_large,59c1f96e|ap_south_1_m5_large,b56b7a12|ap_south_1_p2_xlarge,a23542bf|ap_south_1_r4_4xlarge,9b7565ce|ap_south_1_r4_8xlarge,2393d6ca|ap_south_1_r4_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b72b6514|ap_south_1_c4_2xlarge,6395caa2|ap_south_1_c4_4xlarge,3f44fdf3|ap_south_1_c4_4xlarge,68cfb801|ap_south_1_c4_4xlarge,a6320e68|ap_south_1_c4_large,fd329f88|ap_south_1_c5_18xlarge,1b5b5d86|ap_south_1_c5_2xlarge,bacc7820|ap_south_1_c5_2xlarge,a08880a2|ap_south_1_c5_9xlarge,c5ae0b19|ap_south_1_d2_xlarge,b30255b2|ap_south_1_d2_xlarge,daa11a91|ap_south_1_i3_4xlarge,dd00974f|ap_south_1_i3_8xlarge,ad98aca6|ap_south_1_m4_16xlarge,c73332dc|ap_south_1_m4_4xlarge,ceb67b64|ap_south_1_m5_4xlarge,375a6b9a|ap_south_1_t2_2xlarge,414460cf|ap_south_1_t2_xlarge,e8e06089|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e0e844b6|ap_south_1_c4_8xlarge,d8809d81|ap_south_1_c4_8xlarge,b122da9b|ap_south_1_c4_large,3d26ebe3|ap_south_1_c4_xlarge,9fa1e2e8|ap_south_1_d2_4xlarge,5d16a340|ap_south_1_i3_16xlarge,11cfde11|ap_south_1_m4_large,b7d3e135|ap_south_1_m5_2xlarge,f6af6220|ap_south_1_p2_xlarge,bff7ccf2|ap_south_1_r4_2xlarge,7228ee71|ap_south_1_r4_4xlarge,86f7eed1|ap_south_1_r4_4xlarge,658146b4|ap_south_1_t2_medium,26807c41|ap_south_1_t2_micro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbc71380|ap_south_1_c4_8xlarge,aa29e206|ap_south_1_c4_xlarge,170c6d9e|ap_south_1_c4_xlarge,7b42ced7|ap_south_1_c4_xlarge,e2d1fe7a|ap_south_1_c5_18xlarge,62379bfa|ap_south_1_c5_2xlarge,811524fb|ap_south_1_c5_4xlarge,341ea9a6|ap_south_1_c5_4xlarge,11de2957|ap_south_1_c5_large,da891f7c|ap_south_1_i3_2xlarge,90934daa|ap_south_1_i3_xlarge,6fbea3f2|ap_south_1_m4_10xlarge,647a5102|ap_south_1_m4_16xlarge,f5db92b1|ap_south_1_m4_2xlarge,afc7ec87|ap_south_1_m5_24xlarge,d7aa202a|ap_south_1_m5_2xlarge,e8a431d5|ap_south_1_r4_16xlarge,ba2e294e|ap_south_1_r4_xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e8c5d57|ap_south_1_c4_8xlarge,8ab9c1a5|ap_south_1_c4_large,73b4225f|ap_south_1_c5_4xlarge,c9cfc21a|ap_south_1_c5_large,25c5545c|ap_south_1_d2_2xlarge,1cc9cc12|ap_south_1_d2_2xlarge,68fea8f3|ap_south_1_i3_16xlarge,085d4984|ap_south_1_i3_4xlarge,7a7c5911|ap_south_1_i3_xlarge,827b3c06|ap_south_1_m4_10xlarge,3256b065|ap_south_1_m4_16xlarge,ad5e4a3f|ap_south_1_m4_xlarge,8bc034be|ap_south_1_m5_12xlarge,76424d89|ap_south_1_r4_large,282cf0b5|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cfa9c1f7|ap_south_1_c4_2xlarge,530dc3e0|ap_south_1_c5_4xlarge,b45b7533|ap_south_1_c5_4xlarge,e088a43a|ap_south_1_m4_10xlarge,c7954982|ap_south_1_m4_large,0c547271|ap_south_1_r4_16xlarge,bcc02184|ap_south_1_r4_xlarge,f13a8a03|ap_south_1_t2_nano,5a944307|ap_south_1_x1_16xlarge,fbac1f71|ap_south_1_x1_16xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b52a9218|ap_south_1_c4_xlarge,fc4b306d|ap_south_1_i3_2xlarge,8fb75ccd|ap_south_1_i3_xlarge,8f92031c|ap_south_1_m4_16xlarge,b79aae82|ap_south_1_m5_24xlarge,d47a349a|ap_south_1_m5_2xlarge,82691591|ap_south_1_m5_4xlarge,bf67f476|ap_south_1_r4_2xlarge,3e9ce415|ap_south_1_r4_2xlarge,1d9db210|ap_south_1_r4_2xlarge,d5906a3d|ap_south_1_r4_large,b75695d7|ap_south_1_r4_xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1485a02|ap_south_1_c4_8xlarge,7cfbd754|ap_south_1_c5_2xlarge,c3bb71c4|ap_south_1_c5_9xlarge,1df46d41|ap_south_1_d2_8xlarge,ea74096c|ap_south_1_i3_16xlarge,eca340c0|ap_south_1_m4_large,ee2a2037|ap_south_1_m4_xlarge,a4edec0e|ap_south_1_m5_24xlarge,4b126901|ap_south_1_m5_2xlarge,361dba8d|ap_south_1_p2_8xlarge,7d286892|ap_south_1_r4_2xlarge,9df36076|ap_south_1_r4_2xlarge,ef3ebe05|ap_south_1_r4_2xlarge,b0aef3cb|ap_south_1_r4_8xlarge,e3c2c620|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ce9a597f|ap_south_1_c4_2xlarge,6a163fbb|ap_south_1_c4_4xlarge,c980d947|ap_south_1_c5_18xlarge,4d7c8ac7|ap_south_1_c5_4xlarge,b12b1990|ap_south_1_i3_16xlarge,e9a2ad02|ap_south_1_i3_16xlarge,57c220db|ap_south_1_i3_8xlarge,de67d620|ap_south_1_m4_10xlarge,0eaaa996|ap_south_1_m4_16xlarge,5505f188|ap_south_1_r4_2xlarge,fdf49a64|ap_south_1_r4_2xlarge,c908b5ac|ap_south_1_r4_8xlarge,ed0f0561|ap_south_1_t2_micro,d0304af6|ap_south_1_t2_small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a9138fe8|ap_south_1_c4_8xlarge,e14b500a|ap_south_1_c5_2xlarge,b31726d8|ap_south_1_c5_4xlarge,05ac97ed|ap_south_1_c5_4xlarge,1cad74d4|ap_south_1_c5_9xlarge,6ab357d8|ap_south_1_c5_xlarge,f3f8d640|ap_south_1_d2_xlarge,8fecefbd|ap_south_1_i3_16xlarge,95deb48e|ap_south_1_i3_8xlarge,6d05ed8b|ap_south_1_m5_12xlarge,9835189a|ap_south_1_r4_2xlarge,18113ba7|ap_south_1_r4_4xlarge,7ae56c41|ap_south_1_r4_8xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f861221|ap_south_1_c5_2xlarge,97eacea0|ap_south_1_m4_2xlarge,32afe4dd|ap_south_1_m4_2xlarge,491a7192|ap_south_1_m5_12xlarge,8d17f2e3|ap_south_1_m5_24xlarge,1180c178|ap_south_1_m5_2xlarge,5b771c73|ap_south_1_r4_2xlarge,ad7445cb|ap_south_1_r4_xlarge,a389a41f|ap_south_1_t2_micro,930bb7e4|ap_south_1_t2_xlarge,9c92b48c|ap_south_1_x1_32xlarge,83e6d1ac|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c34ab06e|ap_south_1_c4_4xlarge,668d20a6|ap_south_1_c4_8xlarge,aeb787db|ap_south_1_c4_large,b28277c7|ap_south_1_c5_18xlarge,2a9c58f4|ap_south_1_c5_9xlarge,47ba5755|ap_south_1_c5_xlarge,acea1a8c|ap_south_1_d2_2xlarge,9cbfd8c7|ap_south_1_d2_8xlarge,625ae42e|ap_south_1_i3_2xlarge,dc36de64|ap_south_1_m4_4xlarge,6f002843|ap_south_1_m5_24xlarge,a4e6fb97|ap_south_1_m5_2xlarge,76e065b4|ap_south_1_r4_16xlarge,1d4c86ce|ap_south_1_r4_16xlarge,10f4e111|ap_south_1_r4_xlarge,1049bdc2|ap_south_1_t2_medium,b15efcf5|ap_south_1_x1_16xlarge,577e1441|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98134879|ap_south_1_c4_2xlarge,f66d25e7|ap_south_1_c4_large,48f7e21c|ap_south_1_c4_xlarge,0828a017|ap_south_1_c5_large,0f73cadf|ap_south_1_d2_4xlarge,90ebdf99|ap_south_1_d2_8xlarge,e01b9ae4|ap_south_1_i3_4xlarge,31616a1c|ap_south_1_i3_8xlarge,86fbfbf4|ap_south_1_i3_8xlarge,68f99bd6|ap_south_1_m4_16xlarge,138051c7|ap_south_1_m4_4xlarge,2a38e8dc|ap_south_1_m4_xlarge,4c27b84b|ap_south_1_m5_xlarge,68e4f3f1|ap_south_1_m5_xlarge,397b9afe|ap_south_1_r4_16xlarge,fd53ba6a|ap_south_1_r4_xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e71406f7|ap_south_1_c4_2xlarge,e6078e7c|ap_south_1_c4_xlarge,abe86e78|ap_south_1_c5_4xlarge,5b03436f|ap_south_1_c5_4xlarge,ea169c95|ap_south_1_c5_9xlarge,7186b347|ap_south_1_c5_9xlarge,2162af28|ap_south_1_c5_9xlarge,2c17655b|ap_south_1_i3_8xlarge,5827f8e5|ap_south_1_m4_16xlarge,ff544d19|ap_south_1_m4_16xlarge,e835e3f0|ap_south_1_m4_4xlarge,2fb3128f|ap_south_1_m4_large,f29b66f5|ap_south_1_m5_2xlarge,2591c932|ap_south_1_m5_large,596c89a1|ap_south_1_m5_large,f6c1d942|ap_south_1_m5_xlarge,a6a515e5|ap_south_1_r4_16xlarge,11ddd8cc|ap_south_1_r4_16xlarge,e0855bd3|ap_south_1_r4_16xlarge,d132307f|ap_south_1_r4_2xlarge,39322c7f|ap_south_1_t2_2xlarge,d6e64509|ap_south_1_x1_16xlarge,d16f2b32|ap_south_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40b18b50|ap_south_1_c4_xlarge,dc2badf3|ap_south_1_c4_xlarge,514cd2b9|ap_south_1_c4_xlarge,4ab676d7|ap_south_1_c5_2xlarge,bd856d29|ap_south_1_c5_4xlarge,1d454fdf|ap_south_1_c5_9xlarge,f8ec5b91|ap_south_1_i3_16xlarge,c8bf5790|ap_south_1_i3_large,ff217dc0|ap_south_1_m4_2xlarge,c7b1e799|ap_south_1_m4_2xlarge,67f4206c|ap_south_1_m4_xlarge,c68361c5|ap_south_1_m5_24xlarge,250c88b8|ap_south_1_r4_16xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47f67cf8|ap_south_1_c4_xlarge,64444f29|ap_south_1_d2_8xlarge,672aa6ba|ap_south_1_i3_16xlarge,dadba92d|ap_south_1_i3_2xlarge,7b20fec0|ap_south_1_i3_4xlarge,bd963bf4|ap_south_1_i3_8xlarge,30a23cc3|ap_south_1_i3_xlarge,01d07157|ap_south_1_m4_16xlarge,db86e0b9|ap_south_1_m4_xlarge,66cee527|ap_south_1_m5_12xlarge,ee91715f|ap_south_1_m5_2xlarge,7333c9b0|ap_south_1_m5_4xlarge,f87e6236|ap_south_1_r4_8xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
