c6fe8f3b|eu_central_1_c4_2xlarge,f970a1f3|eu_central_1_c4_2xlarge,f73a8a9f|eu_central_1_c4_4xlarge,92a21b13|eu_central_1_c5_9xlarge,e0fae678|eu_central_1_d2_4xlarge,6e5fa7a0|eu_central_1_d2_8xlarge,7cf3db4e|eu_central_1_g2_2xlarge,38c4cc82|eu_central_1_i3_16xlarge,23c984c4|eu_central_1_i3_xlarge,187ab7a0|eu_central_1_m4_10xlarge,5a72605e|eu_central_1_m4_16xlarge,be89d50f|eu_central_1_m4_4xlarge,0e6192be|eu_central_1_m5_12xlarge,1384fc18|eu_central_1_m5_2xlarge,08f9eda9|eu_central_1_m5_4xlarge,59e70602|eu_central_1_m5_large,18b41106|eu_central_1_m5_large,d5057466|eu_central_1_p2_8xlarge,566e9a5b|eu_central_1_r4_8xlarge,25e3e1a5|eu_central_1_r4_8xlarge,5bb0447b|eu_central_1_r4_xlarge,8cbea25e|eu_central_1_x1_16xlarge,04193cb7|eu_central_1_x1_16xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19824a6d|eu_central_1_c5_18xlarge,5397adfa|eu_central_1_c5_2xlarge,eea691bd|eu_central_1_c5_9xlarge,a0dd83a4|eu_central_1_c5_large,a790e025|eu_central_1_d2_4xlarge,cc075c17|eu_central_1_d2_8xlarge,c6983e5a|eu_central_1_d2_xlarge,680aaf38|eu_central_1_i3_16xlarge,ffae03dd|eu_central_1_i3_2xlarge,0d5ae8cd|eu_central_1_m4_large,a6a876e0|eu_central_1_m4_xlarge,dde7c096|eu_central_1_m4_xlarge,44526128|eu_central_1_m5_24xlarge,ead5fac9|eu_central_1_m5_4xlarge,47a46240|eu_central_1_m5_large,dec4b588|eu_central_1_m5_xlarge,f6ca309f|eu_central_1_p2_8xlarge,48186e97|eu_central_1_r4_2xlarge,0e10fba2|eu_central_1_r4_8xlarge,370867aa|eu_central_1_r4_xlarge,988b7d06|eu_central_1_t2_medium,7be8af2a|eu_central_1_t2_small,1d18075a|eu_central_1_t2_xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a559c578|eu_central_1_c4_4xlarge,9179012a|eu_central_1_c4_4xlarge,7f6a9136|eu_central_1_c4_4xlarge,76350815|eu_central_1_c5_2xlarge,edccc14e|eu_central_1_c5_4xlarge,b2b7eb5a|eu_central_1_c5_9xlarge,9d0ded76|eu_central_1_c5_large,cfc6f374|eu_central_1_d2_2xlarge,f09880ce|eu_central_1_d2_4xlarge,d2c715c6|eu_central_1_d2_xlarge,2defecf2|eu_central_1_i3_2xlarge,05b2b83b|eu_central_1_i3_large,09a29dd7|eu_central_1_i3_xlarge,34acd35e|eu_central_1_i3p_16xlarge,53cd4fe5|eu_central_1_m5_12xlarge,010cc58c|eu_central_1_m5_12xlarge,6a94dcb2|eu_central_1_m5_24xlarge,5e8e68bd|eu_central_1_m5_2xlarge,79f4f794|eu_central_1_m5_4xlarge,18a182f5|eu_central_1_m5_4xlarge,d2f447c7|eu_central_1_r4_large,68b37ca0|eu_central_1_t2_2xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1dcabeba|eu_central_1_c4_2xlarge,15bd2fc3|eu_central_1_c4_large,b4a1c54e|eu_central_1_c5_2xlarge,58a89622|eu_central_1_c5_4xlarge,32c27fd2|eu_central_1_c5_9xlarge,a85d5ec5|eu_central_1_c5_9xlarge,9d6841fb|eu_central_1_c5_large,1b182c4e|eu_central_1_d2_2xlarge,fbc9fcdd|eu_central_1_d2_xlarge,c963b0fe|eu_central_1_i3_16xlarge,f5ca0cc7|eu_central_1_i3_16xlarge,3d3dbcc8|eu_central_1_i3_16xlarge,5e618af2|eu_central_1_i3_2xlarge,ef3a262f|eu_central_1_i3_4xlarge,200554ff|eu_central_1_i3_large,eada2eff|eu_central_1_m4_large,86c39169|eu_central_1_p2_8xlarge,1151fddf|eu_central_1_r4_2xlarge,f4d0e484|eu_central_1_r4_4xlarge,cd4fe005|eu_central_1_r4_large,b4a992fb|eu_central_1_t2_micro,22186e56|eu_central_1_x1_16xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7a85d2ae|eu_central_1_c4_2xlarge,24e96b61|eu_central_1_c4_4xlarge,18bfacaa|eu_central_1_c4_4xlarge,544e649d|eu_central_1_c4_8xlarge,f29525dc|eu_central_1_c4_xlarge,614c9ffd|eu_central_1_c5_9xlarge,a3368ed3|eu_central_1_c5_xlarge,9cf0a996|eu_central_1_d2_2xlarge,19903fd3|eu_central_1_g2_2xlarge,8327e175|eu_central_1_g2_2xlarge,45b42642|eu_central_1_i3_16xlarge,bc8b9936|eu_central_1_i3_16xlarge,665fc281|eu_central_1_i3_2xlarge,1093d30d|eu_central_1_i3_large,2696517f|eu_central_1_m4_10xlarge,108aee3d|eu_central_1_m4_4xlarge,a574e568|eu_central_1_m4_large,5c8ee49b|eu_central_1_m5_24xlarge,15f9bd3c|eu_central_1_m5_2xlarge,8afe2a0e|eu_central_1_m5_xlarge,5ff716df|eu_central_1_r4_16xlarge,9732f78a|eu_central_1_r4_16xlarge,ea610fb3|eu_central_1_r4_large,8324fda0|eu_central_1_r4_large,5f7cd2e1|eu_central_1_r4_xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ec37872|eu_central_1_c4_8xlarge,fb384073|eu_central_1_c4_xlarge,b8231027|eu_central_1_c5_4xlarge,edb5b52c|eu_central_1_c5_xlarge,17105c66|eu_central_1_d2_8xlarge,def3468f|eu_central_1_d2_xlarge,643cf3e8|eu_central_1_i3_16xlarge,89be4ee3|eu_central_1_i3_4xlarge,22facceb|eu_central_1_i3_large,16d6321b|eu_central_1_i3_xlarge,af4a1f1e|eu_central_1_m4_2xlarge,ace74009|eu_central_1_m4_4xlarge,e61e1e70|eu_central_1_m4_xlarge,f6491ace|eu_central_1_m5_4xlarge,a5405e6b|eu_central_1_m5_large,39fbd920|eu_central_1_m5_xlarge,03132a4e|eu_central_1_m5_xlarge,4af8290f|eu_central_1_p2_16xlarge,7f8dd8dc|eu_central_1_p2_16xlarge,817fecc6|eu_central_1_r4_16xlarge,971d722d|eu_central_1_r4_2xlarge,61eb50db|eu_central_1_r4_4xlarge,14d13c50|eu_central_1_t2_xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24f5620e|eu_central_1_c4_4xlarge,40699bc6|eu_central_1_c5_2xlarge,ce40a1ec|eu_central_1_c5_2xlarge,82b7f4fc|eu_central_1_c5_2xlarge,3b39f9cb|eu_central_1_c5_xlarge,9c4718fd|eu_central_1_c5_xlarge,8fde905a|eu_central_1_g2_2xlarge,eba5e08c|eu_central_1_g2_8xlarge,1a5614be|eu_central_1_i3_16xlarge,f57cdeae|eu_central_1_i3_4xlarge,27cbc7dc|eu_central_1_i3_4xlarge,b866b877|eu_central_1_i3_large,7b3d8c3d|eu_central_1_i3_metal,dd2b9976|eu_central_1_m4_10xlarge,1bd172d0|eu_central_1_m5_24xlarge,eb2fc1b1|eu_central_1_m5_xlarge,f213a5c2|eu_central_1_t2_2xlarge,1feee966|eu_central_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417941e6|eu_central_1_c4_4xlarge,759ee14c|eu_central_1_c4_4xlarge,34aa908f|eu_central_1_c5_18xlarge,7b11c0c1|eu_central_1_c5_2xlarge,749d15c6|eu_central_1_c5_xlarge,e12704b4|eu_central_1_d2_8xlarge,ffeb5463|eu_central_1_g2_8xlarge,f368dd7d|eu_central_1_i3_16xlarge,1c429c66|eu_central_1_i3_2xlarge,c28999dd|eu_central_1_i3_2xlarge,fba2a472|eu_central_1_i3_4xlarge,9ba12ace|eu_central_1_i3_8xlarge,541d11b0|eu_central_1_i3_metal,5447a8fb|eu_central_1_i3_xlarge,75ca8484|eu_central_1_m4_4xlarge,dfb3925e|eu_central_1_m4_xlarge,db30c4b0|eu_central_1_m5_12xlarge,0ef6d0cc|eu_central_1_m5_4xlarge,dc29e843|eu_central_1_m5_xlarge,565455b8|eu_central_1_p2_xlarge,6e2120fa|eu_central_1_r4_16xlarge,fc48220e|eu_central_1_t2_small,6c61776b|eu_central_1_t2_xlarge,53ee5e9a|eu_central_1_x1_16xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32ab814c|eu_central_1_c4_2xlarge,2432927b|eu_central_1_c4_4xlarge,9eef9b3c|eu_central_1_c4_8xlarge,df11c570|eu_central_1_c4_8xlarge,6e5f972a|eu_central_1_c5_2xlarge,4fc89afc|eu_central_1_c5_4xlarge,973bc420|eu_central_1_c5_4xlarge,2c6229fe|eu_central_1_c5_9xlarge,290548fe|eu_central_1_c5_9xlarge,3818be01|eu_central_1_c5_large,de69470a|eu_central_1_d2_4xlarge,e62033a8|eu_central_1_i3_2xlarge,7724c1aa|eu_central_1_i3_4xlarge,ab15d00a|eu_central_1_i3_4xlarge,7546442a|eu_central_1_m4_10xlarge,9e40ecec|eu_central_1_m4_xlarge,7689bd84|eu_central_1_m5_2xlarge,1e81f122|eu_central_1_m5_xlarge,d2483d27|eu_central_1_p2_xlarge,45a6897b|eu_central_1_r4_2xlarge,ac3cd290|eu_central_1_r4_8xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5089d1d9|eu_central_1_c4_large,4b8c857a|eu_central_1_c5_2xlarge,eeeadd0c|eu_central_1_c5_9xlarge,322da8c0|eu_central_1_d2_8xlarge,7d417efd|eu_central_1_i3_16xlarge,c2893527|eu_central_1_i3_4xlarge,c712487c|eu_central_1_i3_large,58a789ca|eu_central_1_m4_16xlarge,985ba1ff|eu_central_1_m4_2xlarge,e19a1af5|eu_central_1_m5_12xlarge,c5a7a07b|eu_central_1_m5_4xlarge,ab1657b0|eu_central_1_r4_2xlarge,63ffe0d1|eu_central_1_r4_large,9ff636ba|eu_central_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
