4d407017|ca_central_1_c4_2xlarge,a96c65c3|ca_central_1_c4_large,308e7bdd|ca_central_1_c5_4xlarge,cb71cc2e|ca_central_1_c5d_2xlarge,4c05980d|ca_central_1_c5d_4xlarge,39cf08f5|ca_central_1_c5d_4xlarge,b40dce38|ca_central_1_c5d_4xlarge,9091e961|ca_central_1_c5d_9xlarge,ba20ccda|ca_central_1_d2_4xlarge,09fc2c10|ca_central_1_d2_8xlarge,a5e47696|ca_central_1_i3_2xlarge,1d6c8428|ca_central_1_m4_16xlarge,85843740|ca_central_1_m4_16xlarge,5a96da88|ca_central_1_m4_4xlarge,4637b546|ca_central_1_m4_large,7a5f4ac9|ca_central_1_m5d_xlarge,ecb1ed20|ca_central_1_r4_2xlarge,569760e0|ca_central_1_t2_2xlarge,14d08836|ca_central_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12e1f724|ca_central_1_c4_xlarge,0ae9193b|ca_central_1_c5_xlarge,4e970264|ca_central_1_c5d_18xlarge,d871215e|ca_central_1_c5d_4xlarge,c6754246|ca_central_1_c5d_xlarge,0f12ba1d|ca_central_1_d2_xlarge,3c32350a|ca_central_1_m4_10xlarge,9c3a3c98|ca_central_1_m4_10xlarge,a6e3a839|ca_central_1_m5_2xlarge,c4810abc|ca_central_1_m5_xlarge,3a132baa|ca_central_1_m5d_12xlarge,bac10b70|ca_central_1_m5d_large,f076d00a|ca_central_1_r4_4xlarge,b67ce864|ca_central_1_r4_8xlarge,bf876a64|ca_central_1_t2_2xlarge,ca13d3ab|ca_central_1_t2_2xlarge,40ff0a43|ca_central_1_t2_large,e4ed82d3|ca_central_1_x1_32xlarge,99131930|ca_central_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64f004d0|ca_central_1_c4_xlarge,7df5192e|ca_central_1_c5_2xlarge,21ca0e66|ca_central_1_c5_4xlarge,68e48479|ca_central_1_c5d_2xlarge,8118673b|ca_central_1_d2_8xlarge,7e5d7c77|ca_central_1_i3_4xlarge,3818c86a|ca_central_1_i3_8xlarge,e6f83fa5|ca_central_1_i3_xlarge,d9f35f19|ca_central_1_m4_10xlarge,563af9b8|ca_central_1_m4_16xlarge,8cc84832|ca_central_1_m4_4xlarge,debaa9b4|ca_central_1_m4_large,07b06636|ca_central_1_m5_24xlarge,4c3cdf68|ca_central_1_m5d_2xlarge,7e528a48|ca_central_1_r4_2xlarge,5964b27e|ca_central_1_r4_8xlarge,d196657d|ca_central_1_t2_small,a09c4a01|ca_central_1_t2_xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c5573c85|ca_central_1_c4_8xlarge,6f6fd674|ca_central_1_c5_18xlarge,654d0f5b|ca_central_1_c5_18xlarge,e758fd87|ca_central_1_d2_2xlarge,1c6353d5|ca_central_1_i3_16xlarge,c168a21f|ca_central_1_i3_4xlarge,39b69963|ca_central_1_i3_8xlarge,7c758364|ca_central_1_i3_large,f9ec85ed|ca_central_1_m4_4xlarge,377261f3|ca_central_1_m5_12xlarge,b62a6716|ca_central_1_m5_xlarge,d140b26d|ca_central_1_m5_xlarge,130ff4f4|ca_central_1_m5d_12xlarge,2b1473e8|ca_central_1_m5d_24xlarge,29b21e24|ca_central_1_m5d_2xlarge,eabc2f2d|ca_central_1_m5d_4xlarge,3e2f15f1|ca_central_1_r4_large,13348bbb|ca_central_1_r4_xlarge,cc4f424e|ca_central_1_t2_2xlarge,05e4153d|ca_central_1_t2_micro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8562b383|ca_central_1_c5_4xlarge,e657076f|ca_central_1_c5_xlarge,cb647df5|ca_central_1_c5d_large,4af0685a|ca_central_1_d2_4xlarge,2221fe40|ca_central_1_d2_xlarge,493bcff2|ca_central_1_i3_16xlarge,d570c46b|ca_central_1_i3_16xlarge,8bde87b0|ca_central_1_i3_2xlarge,9e5f7c84|ca_central_1_m4_16xlarge,64c1eb36|ca_central_1_m5d_2xlarge,f3289cbc|ca_central_1_m5d_2xlarge,f670fc9f|ca_central_1_r4_large,f1657278|ca_central_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2316a1e|ca_central_1_c4_2xlarge,f5133811|ca_central_1_c4_2xlarge,6be71fab|ca_central_1_c4_4xlarge,5c712320|ca_central_1_c5_18xlarge,0ec6911d|ca_central_1_c5_2xlarge,23755e8b|ca_central_1_c5_xlarge,9c9cd63b|ca_central_1_c5_xlarge,369d9ab9|ca_central_1_c5d_18xlarge,282637ac|ca_central_1_c5d_2xlarge,573f6ac4|ca_central_1_c5d_4xlarge,02e3cd58|ca_central_1_c5d_large,1a106a2f|ca_central_1_c5d_large,5b2cc7d4|ca_central_1_i3_16xlarge,0a2ee308|ca_central_1_m4_10xlarge,a1ac946a|ca_central_1_m5d_2xlarge,387b9f71|ca_central_1_m5d_xlarge,4c299a44|ca_central_1_x1_32xlarge,26b09962|ca_central_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23d1da5|ca_central_1_c4_4xlarge,b15bb484|ca_central_1_c5_9xlarge,faa46b74|ca_central_1_c5_large,d892f30b|ca_central_1_c5d_18xlarge,e8bfdf00|ca_central_1_c5d_4xlarge,b2889a0c|ca_central_1_c5d_9xlarge,e3f44557|ca_central_1_d2_2xlarge,bd4ee93b|ca_central_1_d2_8xlarge,7fa6d33a|ca_central_1_d2_8xlarge,5c3ac84c|ca_central_1_i3_4xlarge,dee8fb85|ca_central_1_m4_10xlarge,37b2a934|ca_central_1_m5_12xlarge,6988caa0|ca_central_1_m5_12xlarge,8584ecf8|ca_central_1_m5_2xlarge,b9cfb2c6|ca_central_1_m5d_24xlarge,22da7313|ca_central_1_m5d_2xlarge,a958aed0|ca_central_1_m5d_2xlarge,0d52b165|ca_central_1_m5d_4xlarge,584716be|ca_central_1_r4_16xlarge,0a40c9f8|ca_central_1_r4_4xlarge,9d4a603d|ca_central_1_r4_8xlarge,4fa4c22e|ca_central_1_t2_large,3bd5a779|ca_central_1_t2_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7f8ab812|ca_central_1_c4_2xlarge,dc46c9e4|ca_central_1_c4_large,4fbe4993|ca_central_1_c5_18xlarge,55e7cd85|ca_central_1_c5d_4xlarge,84a50275|ca_central_1_c5d_xlarge,4b37a86c|ca_central_1_i3_2xlarge,32542aaa|ca_central_1_i3_4xlarge,ab71c80a|ca_central_1_i3_8xlarge,f66a7f4f|ca_central_1_i3_xlarge,49cd51c0|ca_central_1_m4_10xlarge,950578b6|ca_central_1_m4_2xlarge,b1ad8859|ca_central_1_m4_2xlarge,702d22c3|ca_central_1_m5_12xlarge,7cabd87b|ca_central_1_m5_2xlarge,7c5ce5eb|ca_central_1_m5_2xlarge,da3a25ab|ca_central_1_m5_4xlarge,0e082fff|ca_central_1_m5d_24xlarge,a0fb9771|ca_central_1_m5d_2xlarge,fabbe6d7|ca_central_1_m5d_4xlarge,96945d94|ca_central_1_m5d_4xlarge,3f8c8bdd|ca_central_1_m5d_xlarge,435ec51e|ca_central_1_r4_8xlarge,8b566fa4|ca_central_1_r4_xlarge,c6f05404|ca_central_1_t2_2xlarge,0fde3261|ca_central_1_t2_xlarge,16734796|ca_central_1_x1_16xlarge,0959d961|ca_central_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f7524375|ca_central_1_c4_2xlarge,60483754|ca_central_1_c5_9xlarge,ca8a3a82|ca_central_1_c5d_4xlarge,f748831e|ca_central_1_d2_8xlarge,f97c1bf4|ca_central_1_i3_2xlarge,329fa9bc|ca_central_1_m4_16xlarge,713ea266|ca_central_1_m4_large,91aa1f59|ca_central_1_m5_12xlarge,06d7c92b|ca_central_1_m5_large,c7fc7c14|ca_central_1_m5d_large,d3935e63|ca_central_1_m5d_xlarge,1bc6a626|ca_central_1_m5d_xlarge,5c370b62|ca_central_1_r4_4xlarge,868abae5|ca_central_1_t2_micro,a998d4cd|ca_central_1_x1_16xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972d60f5|ca_central_1_c4_4xlarge,534f72a6|ca_central_1_c5_2xlarge,f9ad6370|ca_central_1_c5d_18xlarge,50d358da|ca_central_1_c5d_18xlarge,9c097016|ca_central_1_c5d_4xlarge,2eafd23c|ca_central_1_c5d_xlarge,cf90c7cb|ca_central_1_i3_16xlarge,b6cf52c1|ca_central_1_i3_8xlarge,3f984509|ca_central_1_i3_large,c2899c51|ca_central_1_m4_2xlarge,07adf78c|ca_central_1_m4_4xlarge,60e5e35e|ca_central_1_m4_xlarge,0691dc4a|ca_central_1_m5_large,ab5fc844|ca_central_1_m5d_12xlarge,4a4ffa90|ca_central_1_m5d_2xlarge,dbd8b976|ca_central_1_r4_16xlarge,0cb71e91|ca_central_1_r4_16xlarge,0022c22e|ca_central_1_r4_2xlarge,12c32c22|ca_central_1_r4_2xlarge,c5eaa336|ca_central_1_r4_4xlarge,47fe658a|ca_central_1_r4_8xlarge,f05c6ad1|ca_central_1_t2_2xlarge,be824c0e|ca_central_1_x1_16xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
