4281a510|ca_central_1_c5_18xlarge,4b2f36f7|ca_central_1_c5_18xlarge,7b5c8667|ca_central_1_c5_large,aceedb91|ca_central_1_c5_large,e4d2221a|ca_central_1_c5d_large,18ad08c9|ca_central_1_c5d_xlarge,02320eba|ca_central_1_i3_2xlarge,e93bb9a0|ca_central_1_i3_large,9a4aec2d|ca_central_1_m4_16xlarge,4d90a1b6|ca_central_1_m4_2xlarge,289e3190|ca_central_1_m5_2xlarge,e1971e4f|ca_central_1_m5d_12xlarge,3c3db4b6|ca_central_1_m5d_4xlarge,4a713db2|ca_central_1_m5d_large,a77abd71|ca_central_1_m5d_large,224358ff|ca_central_1_m5d_xlarge,5c2ffc9e|ca_central_1_t2_large,7c0ad4bd|ca_central_1_t2_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3c989f09|ca_central_1_c5_4xlarge,ccea865d|ca_central_1_c5_4xlarge,214c0cfb|ca_central_1_c5_large,9448e5d9|ca_central_1_c5d_4xlarge,d7a85f7b|ca_central_1_c5d_9xlarge,a26081ec|ca_central_1_d2_4xlarge,4dcad77f|ca_central_1_d2_8xlarge,5fb9e486|ca_central_1_m4_2xlarge,daa08a4c|ca_central_1_m4_4xlarge,89dbc848|ca_central_1_m4_xlarge,59b83ab7|ca_central_1_m4_xlarge,e51688e1|ca_central_1_m5d_24xlarge,1dfc01a8|ca_central_1_m5d_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6717646d|ca_central_1_c4_4xlarge,b8b86e89|ca_central_1_c4_large,0836f191|ca_central_1_c5_4xlarge,6caade71|ca_central_1_c5_9xlarge,9f28e07e|ca_central_1_c5_xlarge,00548314|ca_central_1_i3_large,6474a6b8|ca_central_1_m4_16xlarge,8b0cb8a9|ca_central_1_m5_24xlarge,6ba5ef2b|ca_central_1_m5_24xlarge,bfa3f7b5|ca_central_1_m5_4xlarge,b9f218fd|ca_central_1_m5_xlarge,e5436b32|ca_central_1_m5d_24xlarge,7322f032|ca_central_1_m5d_2xlarge,daebc876|ca_central_1_m5d_2xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aec9a4a5|ca_central_1_c5_18xlarge,3fc5043c|ca_central_1_c5d_9xlarge,ee714877|ca_central_1_d2_xlarge,4f7e0a5f|ca_central_1_i3_16xlarge,63069660|ca_central_1_i3_2xlarge,21fe6b62|ca_central_1_i3_4xlarge,42722d11|ca_central_1_i3_xlarge,aa7ee166|ca_central_1_m4_2xlarge,60ecd329|ca_central_1_m4_4xlarge,061daab3|ca_central_1_m5_12xlarge,71d5ad2e|ca_central_1_m5_24xlarge,e2ee3ce8|ca_central_1_m5_24xlarge,8381792d|ca_central_1_m5d_2xlarge,3c0a93e0|ca_central_1_m5d_4xlarge,27afe21f|ca_central_1_r4_16xlarge,5a5188a5|ca_central_1_r4_4xlarge,5df36c46|ca_central_1_r4_8xlarge,bf09361c|ca_central_1_r4_large,2f39815e|ca_central_1_t2_nano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4636ca02|ca_central_1_c4_4xlarge,0b76d67e|ca_central_1_c4_large,30e2205b|ca_central_1_c5_4xlarge,4b77a4b1|ca_central_1_c5_large,ed99cccf|ca_central_1_c5d_4xlarge,2067e20a|ca_central_1_c5d_xlarge,90c926f1|ca_central_1_c5d_xlarge,7c4d45b2|ca_central_1_c5d_xlarge,d5e782d5|ca_central_1_d2_2xlarge,e8551451|ca_central_1_d2_xlarge,c492f332|ca_central_1_i3_2xlarge,16d92818|ca_central_1_i3_2xlarge,22e37b87|ca_central_1_i3_2xlarge,636b232d|ca_central_1_i3_2xlarge,858be959|ca_central_1_i3_4xlarge,82f976bd|ca_central_1_i3_4xlarge,427df5f3|ca_central_1_i3_8xlarge,6973392f|ca_central_1_i3_8xlarge,fd51fc54|ca_central_1_i3_large,6455e2b2|ca_central_1_i3_large,36bb71a7|ca_central_1_m5_24xlarge,772fd99c|ca_central_1_m5_4xlarge,9c46fefd|ca_central_1_m5_xlarge,3ff944b9|ca_central_1_m5d_24xlarge,74da4369|ca_central_1_m5d_large,7e756237|ca_central_1_r4_16xlarge,12137235|ca_central_1_r4_8xlarge,45ab4b7f|ca_central_1_r4_xlarge,be002cd7|ca_central_1_x1_16xlarge,6bce8131|ca_central_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aa310fc6|ca_central_1_c5_large,74243842|ca_central_1_c5d_9xlarge,1784e18c|ca_central_1_d2_2xlarge,b940f647|ca_central_1_i3_2xlarge,7a68b743|ca_central_1_i3_xlarge,598fe1a2|ca_central_1_m5_4xlarge,04f7d24d|ca_central_1_m5_large,ed00915c|ca_central_1_m5_xlarge,dc2e78b7|ca_central_1_m5d_2xlarge,77164e32|ca_central_1_m5d_2xlarge,d15efbd0|ca_central_1_m5d_4xlarge,48243b68|ca_central_1_r4_16xlarge,37be68e2|ca_central_1_r4_8xlarge,9dbf983a|ca_central_1_t2_2xlarge,f4073689|ca_central_1_t2_xlarge,42cb4c22|ca_central_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6388ef5|ca_central_1_c4_2xlarge,246c459e|ca_central_1_c4_4xlarge,ebeb1647|ca_central_1_c5_2xlarge,6969c322|ca_central_1_c5_4xlarge,912f284e|ca_central_1_i3_8xlarge,7284797a|ca_central_1_i3_large,57ade6dd|ca_central_1_m4_16xlarge,e44c4d4e|ca_central_1_m4_2xlarge,f74552b3|ca_central_1_m4_4xlarge,b7ed9b6b|ca_central_1_m5_24xlarge,5494ff2d|ca_central_1_m5_2xlarge,1dbc0b6e|ca_central_1_m5_xlarge,2306d4a8|ca_central_1_m5_xlarge,1c134274|ca_central_1_m5d_4xlarge,008e8c1c|ca_central_1_m5d_large,39479d7f|ca_central_1_r4_2xlarge,88ebb2be|ca_central_1_r4_8xlarge,a34be3cd|ca_central_1_r4_8xlarge,a9ba7053|ca_central_1_t2_small,491786e5|ca_central_1_t2_small,3a6de35c|ca_central_1_t2_xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05a41f04|ca_central_1_c5_4xlarge,29bdcb55|ca_central_1_c5d_18xlarge,980f7cfd|ca_central_1_i3_2xlarge,54d27d6d|ca_central_1_i3_4xlarge,1597e45d|ca_central_1_i3_8xlarge,e52a2d17|ca_central_1_m4_16xlarge,b0923603|ca_central_1_m5_large,2116cd14|ca_central_1_m5d_12xlarge,2edae67a|ca_central_1_m5d_24xlarge,b4d87c41|ca_central_1_m5d_4xlarge,41d3b0c6|ca_central_1_r4_16xlarge,952b728a|ca_central_1_r4_2xlarge,74c92cae|ca_central_1_r4_large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddcdf3c1|ca_central_1_c4_4xlarge,ca7418d4|ca_central_1_c4_large,da186476|ca_central_1_c4_large,a1683765|ca_central_1_c5_xlarge,95a7b0ba|ca_central_1_c5d_18xlarge,a0dbb0ec|ca_central_1_c5d_18xlarge,dae63b92|ca_central_1_c5d_2xlarge,0835c8b1|ca_central_1_c5d_9xlarge,1f7f9efc|ca_central_1_c5d_large,c44bf181|ca_central_1_d2_4xlarge,ca18cf63|ca_central_1_i3_8xlarge,12d9564f|ca_central_1_i3_8xlarge,9758fa0d|ca_central_1_i3_large,c1ae879d|ca_central_1_i3_xlarge,bec2f449|ca_central_1_m4_10xlarge,560ec728|ca_central_1_m4_16xlarge,271c60e8|ca_central_1_m4_2xlarge,9e8389ce|ca_central_1_m4_2xlarge,5d48f0cc|ca_central_1_m5d_12xlarge,7dfff6cd|ca_central_1_m5d_24xlarge,48c09adc|ca_central_1_m5d_4xlarge,e2f2e65c|ca_central_1_t2_2xlarge,bafad1a8|ca_central_1_t2_xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ecb6861|ca_central_1_c4_4xlarge,d193a5de|ca_central_1_c5_18xlarge,f9663cff|ca_central_1_c5_2xlarge,20e7ac96|ca_central_1_c5_xlarge,8e5603d2|ca_central_1_c5_xlarge,f7cb4e57|ca_central_1_c5d_18xlarge,6ad969ab|ca_central_1_c5d_large,1813938f|ca_central_1_i3_8xlarge,3a33b7a4|ca_central_1_i3_xlarge,88e9fd65|ca_central_1_i3_xlarge,6f90e12d|ca_central_1_m5_12xlarge,8997ce02|ca_central_1_m5d_large,1b26ff08|ca_central_1_r4_16xlarge,e8712c37|ca_central_1_r4_large,7e386815|ca_central_1_t2_2xlarge,6cc147c7|ca_central_1_t2_large,8c60f489|ca_central_1_t2_micro,d6db0ae7|ca_central_1_t2_xlarge,2ff43631|ca_central_1_x1_16xlarge,0ed3be42|ca_central_1_x1_16xlarge,1ff69194|ca_central_1_x1_32xlarge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
